isin,name,ticker,size,asset_class,currency,domicile_country,hedged,dividends,ter,number_of_holdings,index,symbol
IE000TZT8TI0,Xtrackers Emerging Markets Net Zero Pathway Paris Aligned UCITS ETF,XEMN,13.0,equity,USD,Ireland,False,Accumulating,0.2,704.0,Solactive ISS ESG Emerging Markets Net Zero Pathway,
IE000U07IGB1,Invesco Emerging Markets Enhanced Equity UCITS ETF Acc,MHQA,72.0,equity,USD,Ireland,False,Accumulating,0.29,300.0,Invesco Emerging Markets Enhanced Equity,
IE000U1MQKJ2,iShares MSCI World Quality Factor Advanced UCITS ETF USD (Acc),IWQE,91.0,equity,USD,Ireland,False,Accumulating,0.25,152.0,MSCI World Quality Advanced Select,
IE000U3XZQN5,iShares MSCI Europe Climate Transition Aware UCITS ETF EUR (Acc),ECTA,6.0,equity,EUR,Ireland,False,Accumulating,0.12,285.0,MSCI Europe Transition Aware Select,
IE000U58J0M1,iShares Global Clean Energy Transition UCITS ETF USD (Acc),Q8Y0,573.0,equity,USD,Ireland,False,Accumulating,0.65,99.0,S&P Global Clean Energy Transition,
IE000U7L59A3,iShares MSCI USA ESG Enhanced CTB UCITS ETF EUR Hedged (Acc),CBUC,1730.0,equity,EUR,Ireland,True,Accumulating,0.1,493.0,MSCI USA ESG Enhanced Focus CTB (EUR Hedged),
IE000U9ODG19,iShares Global Aerospace & Defence UCITS ETF USD (Acc),5J50,1228.0,equity,USD,Ireland,False,Accumulating,0.35,78.0,S&P Developed BMI Select Aerospace & Defense 35/20 Capped,
IE000UATQPE2,Xtrackers MSCI World Small Cap ESG UCITS ETF 1C,XZSW,8.0,equity,USD,Ireland,False,Accumulating,0.25,1298.0,MSCI World Small Cap Low Carbon SRI Screened Select,
IE000UBAW7M3,Amundi Core S&P 500 UCITS ETF UCITS ETF Acc,CSP5,6.0,equity,USD,Ireland,False,Accumulating,0.05,501.0,S&P 500®,
IE000UDFKE13,First Trust Indxx Future Economy Metals UCITS ETF Class A Accumulation,METL,3.0,equity,USD,Ireland,False,Accumulating,0.65,51.0,Indxx Global Future Economy Metals,
IE000UERNJ93,HSBC PLUS Emerging Markets Equity Quant Active UCITS ETF USD Acc,H414,88.0,equity,USD,Ireland,False,Accumulating,0.3,299.0,HSBC PLUS Emerging Markets Equity Quant Active,
IE000UOXRAM8,Invesco Dow Jones Islamic Global Developed Markets UCITS ETF Acc,IGDA,969.0,equity,USD,Ireland,False,Accumulating,0.4,258.0,Dow Jones Islamic Market Developed Markets,
IE000UQND7H4,HSBC MSCI World UCITS ETF USD (Acc),H4ZY,1473.0,equity,USD,Ireland,False,Accumulating,0.15,1285.0,MSCI World,
IE000UU299V4,HSBC MSCI Japan Climate Paris Aligned UCITS ETF,HJAP,12.0,equity,USD,Ireland,False,Accumulating,0.18,53.0,MSCI Japan Climate Paris Aligned,
IE000UZCJS58,Xtrackers World Net Zero Pathway Paris Aligned UCITS ETF 1C,XNZW,132.0,equity,USD,Ireland,False,Accumulating,0.19,1053.0,Solactive ISS ESG Developed Markets Net Zero Pathway,
IE000UZIKD07,JPMorgan Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF EUR Hedged (acc),JGSE,17.0,equity,EUR,Ireland,True,Accumulating,0.25,423.0,JP Morgan Global Research Enhanced Index Equity SRI Paris Aligned (EUR Hedged),
IE000UZZ5D45,Amundi MSCI World Small Cap ESG Broad Transition UCITS ETF Acc,WMFS,168.0,equity,USD,Ireland,False,Accumulating,0.25,1806.0,MSCI World Small Cap ESG Broad CTB Select,
IE000UZZ5SU2,JPMorgan Active US Growth UCITS ETF EUR Hedged (acc),JPGH,9.0,equity,EUR,Ireland,True,Accumulating,0.49,102.0,JPMorgan Active US Growth (EUR Hedged),
IE000V0GDVU7,Xtrackers MSCI Global SDG 11 Sustainable Cities UCITS ETF 1C,XG11,6.0,equity,USD,Ireland,False,Accumulating,0.35,134.0,MSCI ACWI IMI SDG 11 Sustainable Cities and Communities Select,
IE000V93BNU0,Invesco MSCI World ESG Climate Paris Aligned UCITS ETF Acc,PAUD,24.0,equity,USD,Ireland,False,Accumulating,0.19,326.0,MSCI World ESG Climate Paris Aligned Benchmark Select,
IE000VAZZYM3,JPMorgan US Hedged Equity Laddered Overlay Active UCITS ETF USD (Acc),HEOL,7.0,equity,USD,Ireland,False,Accumulating,0.5,151.0,J.P. Morgan US Hedged Equity Laddered Overlay Active,
IE000VMAR5O6,Xtrackers Europe Biodiversity Focus SRI UCITS ETF 1C,XBEE,9.0,equity,EUR,Ireland,False,Accumulating,0.3,284.0,ISS STOXX® Europe 600 Biodiversity Focus SRI,
IE000VML2GZ3,Amundi MSCI USA ESG Leaders Extra UCITS ETF DR USD (A),MWOJ,283.0,equity,USD,Ireland,False,Accumulating,0.1,307.0,MSCI USA Select ESG Rating and Trend Leaders,
IE000VXC51U5,Xtrackers MSCI AC World Screened UCITS ETF 2C - EUR Hedged,XMAE,67.0,equity,EUR,Ireland,True,Accumulating,0.37,1880.0,MSCI ACWI Select Screened (EUR Hedged),
IE000W080FK3,HSBC MSCI EMERGING MARKETS SMALL CAP SCREENED UCITS ETF USD (Acc),H41F,41.0,equity,USD,Ireland,False,Accumulating,0.35,894.0,MSCI Emerging Markets Small Cap Universal Screens,
IE000W6L2AI3,Xtrackers MSCI EMU Climate Transition UCITS ETF 1C,XCEU,14.0,equity,EUR,Ireland,False,Accumulating,0.12,174.0,MSCI EMU Select Sustainability Screened CTB,
IE000W85O7M4,JPMorgan US Research Enhanced Index Equity (ESG) UCITS ETF EUR (acc),JUIE,8.0,equity,EUR,Ireland,False,Accumulating,0.2,240.0,JP Morgan US Research Enhanced Index Equity (ESG),
IE000W8HP9L8,BNP Paribas Easy MSCI World Min TE UCITS ETF EUR Acc,ASRY,400.0,equity,EUR,Ireland,False,Accumulating,0.16,1025.0,MSCI World Select Filtered Min TE,
IE000W95TAE6,JPMorgan Carbon Transition Global Equity (CTB) UCITS ETF EUR Hedged (acc),JPCE,7.0,equity,EUR,Ireland,True,Accumulating,0.19,359.0,Solactive JP Morgan Asset Management Carbon Transition Global Equity (EUR Hedged),
IE000WDG5795,iShares Lithium & Battery Producers UCITS ETF USD (Acc),QP70,30.0,equity,USD,Ireland,False,Accumulating,0.55,65.0,STOXX Global Lithium and Battery Producers,
IE000WQ5O293,BNP Paribas Easy MSCI ACWI SRI S-Series PAB 5% Capped UCITS ETF USD C,ESAC,24.0,equity,USD,Ireland,False,Accumulating,0.2,1674.0,MSCI ACWI SRI S-Series PAB 5% Capped,
IE000WX7BVB0,JPMorgan Global Equity Premium Income Active UCITS ETF USD (acc),JEGA,73.0,equity,USD,Ireland,False,Accumulating,0.35,233.0,JP Morgan Global Equity Premium Income Active,
IE000X7DRW38,WisdomTree Global Ex-USA Quality Dividend Growth UCITS ETF EUR Acc,DGXU,13.0,equity,EUR,Ireland,False,Accumulating,0.3,221.0,WisdomTree Global Developed Ex-US Quality Dividend Growth,
IE000XC6EVL9,HSBC NASDAQ Global Climate Tech UCITS ETF USD (Acc),H41V,108.0,equity,USD,Ireland,False,Accumulating,0.5,120.0,Nasdaq CTA Global Climate Technology,
IE000XFORJ80,HSBC MSCI AC Asia Pacific ex Japan Climate Paris Aligned UCITS ETF,HP2A,14.0,equity,USD,Ireland,False,Accumulating,0.25,309.0,MSCI AC Asia Pacific ex Japan Climate Paris Aligned,
IE000XFXBGR0,UBS MSCI USA Small Cap Selection UCITS ETF USD acc,CSY8,263.0,equity,USD,Ireland,False,Accumulating,0.2,685.0,MSCI USA Small Cap Selection,CSY8.DE
IE000XIBT2R7,Invesco Global Active Defensive ESG Equity UCITS ETF EUR PfHdg Acc,LVLE,58.0,equity,EUR,Ireland,True,Accumulating,0.3,371.0,Invesco Global Active Defensive ESG Equity (EUR Hedged),
IE000XL4IXU1,Amundi MSCI USA Ex Mega Cap UCITS ETF Acc,XMGA,34.0,equity,USD,Ireland,False,Accumulating,0.15,501.0,MSCI USA Ex Mega Cap Select,
IE000XNILW20,WisdomTree Global Sustainable Equity UCITS ETF USD Unhedged Acc,WSDG,347.0,equity,USD,Ireland,False,Accumulating,0.29,108.0,Solactive WisdomTree Global Sustainable Equity UCITS,
IE000XOQ9TK4,Xtrackers MSCI Next Generation Internet Innovation UCITS ETF 1C,XNGI,61.0,equity,USD,Ireland,False,Accumulating,0.3,98.0,MSCI ACWI IMI Next Generation Internet Innovation Select Screened 100,
IE000XZSV718,SPDR S&P 500 UCITS ETF (Acc),SPYL,11563.0,equity,USD,Ireland,False,Accumulating,0.03,503.0,S&P 500®,
IE000Y2ZYZ66,BNP Paribas Easy MSCI World UCITS ETF USD Acc,ESAM,48.0,equity,USD,Ireland,False,Accumulating,0.05,1319.0,MSCI World,
IE000Y65F5C2,AXA IM MSCI Emerging Markets ex-China Equity PAB UCITS ETF EUR Hedged Acc,AXQE,2.0,equity,EUR,Ireland,True,Accumulating,0.3,183.0,MSCI Emerging Markets ex China Climate Paris Aligned (EUR Hedged),
IE000Y6L6LE6,Xtrackers EMU Net Zero Pathway Paris Aligned UCITS ETF 1C,XNZE,8.0,equity,EUR,Ireland,False,Accumulating,0.15,142.0,Solactive ISS ESG Developed Markets Eurozone Net Zero Pathway,
IE000Y6ZXZ48,Xtrackers MSCI Global Circular Economy UCITS ETF 1C,XG12,5.0,equity,USD,Ireland,False,Accumulating,0.35,213.0,MSCI ACWI IMI SDG 12 Responsible Consumption and Production Select,
IE000Y77LGG9,Amundi MSCI World SRI Climate Paris Aligned UCITS ETF Acc,XAMB,3112.0,equity,EUR,Ireland,False,Accumulating,0.18,300.0,MSCI World SRI Filtered PAB,XAMB.BE
IE000Y83YZ44,WisdomTree Global Quality Growth UCITS ETF USD Unhedged Acc,QGRG,3.0,equity,USD,Ireland,False,Accumulating,0.35,191.0,WisdomTree Global Quality Growth UCITS,
IE000YARBD10,BNP Paribas Easy ESG Enhanced Japan UCITS ETF EUR Acc,LM9E,98.0,equity,EUR,Ireland,False,Accumulating,0.2,107.0,BNP Paribas Easy ESG Enhanced Japan,
IE000YASIPS3,AXA IM MSCI Europe Equity PAB UCITS ETF EUR Acc,AIME,131.0,equity,EUR,Ireland,False,Accumulating,0.14,254.0,MSCI Europe Climate Paris Aligned,
IE000YDOORK7,Xtrackers MSCI Fintech Innovation UCITS ETF 1C,XFNT,11.0,equity,USD,Ireland,False,Accumulating,0.3,100.0,MSCI ACWI IMI Fintech Innovation Select Screened 100,
IE000YDZG487,HSBC Nasdaq Global Semiconductor UCITS ETF,HNSC,80.0,equity,USD,Ireland,False,Accumulating,0.35,80.0,Nasdaq Global Semiconductor,
IE000YELA4E3,L&G S&P 100 Equal Weight UCITS ETF USD Acc,SNPE,23.0,equity,USD,Ireland,False,Accumulating,0.19,101.0,S&P 100 Equal Weighted,
IE000YGEAK03,WisdomTree US Quality Growth UCITS ETF USD Unhedged Acc,QGRW,26.0,equity,USD,Ireland,False,Accumulating,0.33,99.0,WisdomTree US Quality Growth UCITS,
IE000YICM5P9,Global X SuperDividend® UCITS ETF USD Accumulating,SDIU,1.0,equity,USD,Ireland,False,Accumulating,0.45,98.0,Solactive Global SuperDividend,
IE000YIXESS9,iShares S&P 500 3% Capped UCITS ETF USD (Acc),SP3C,332.0,equity,USD,Ireland,False,Accumulating,0.2,503.0,S&P 500 3% Capped,
IE000YNVI4W4,Invesco Europe Enhanced Equity UCITS ETF Acc,IQHE,171.0,equity,EUR,Ireland,False,Accumulating,0.24,259.0,Invesco Europe Enhanced Equity,
IE000YR7N5U8,ODDO BHF US Equity Active UCITS ETF (Acc),ODUS,49.0,equity,USD,Ireland,False,Accumulating,0.35,101.0,ODDO BHF US Equity Active,
IE000YUAPTQ0,KraneShares Electric Vehicles & Future Mobility Screened UCITS ETF USD,KARS,5.0,equity,USD,Ireland,False,Accumulating,0.72,66.0,Bloomberg Electric Vehicles ESG Screened,
IE000YUTMIU2,Fidelity Global Quality Income UCITS ETF ACC-USD,FGEA,12.0,equity,USD,Ireland,False,Accumulating,0.4,250.0,Fidelity Global Quality Income,
IE000Z1PCR88,iShares MSCI World Sector & Country Neutral Equal Weight UCITS ETF USD (Acc),WEQW,9.0,equity,USD,Ireland,False,Accumulating,0.2,1252.0,MSCI World Equal Weighted Country & Sector Neutral,
IE000Z8BHG02,AXA IM ACT Climate Equity UCITS ETF USD Acc,ACLT,7.0,equity,USD,Ireland,False,Accumulating,0.7,98.0,AXA IM ACT Climate Equity,
IE000Z9SJA06,Xtrackers S&P 500 UCITS ETF 4C,XDPU,931.0,equity,USD,Ireland,False,Accumulating,0.05,502.0,S&P 500®,
IE000Z9UVQ99,L&G Asia Pacific ex Japan ESG Exclusions Paris Aligned UCITS ETF USD Accumulating ETF,BATF,60.0,equity,USD,Ireland,False,Accumulating,0.16,108.0,Foxberry Sustainability Consensus Pacific ex Japan,
IE000ZAJ6XQ2,JPMorgan India Research Enhanced Index Equity Active UCITS ETF USD (acc),JRIN,12.0,equity,USD,Ireland,False,Accumulating,0.4,131.0,JPMorgan India Research Enhanced Index Equity Active,
IE000ZEOCR03,SPDR S&P Europe Quality Aristocrats UCITS ETF EUR Unhedged (Acc),QPEU,2.0,equity,EUR,Ireland,False,Accumulating,0.25,100.0,S&P Europe Quality FCF Aristocrats,
IE000ZIJ5B20,Amundi S&P Global Consumer Staples ESG UCITS ETF DR EUR (A),WELW,133.0,equity,EUR,Ireland,False,Accumulating,0.18,79.0,S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Consumer Staples,
IE000ZME9TM4,BNP Paribas Easy MSCI USA Small Cap Min TE UCITS ETF USD Acc,ESAH,26.0,equity,USD,Ireland,False,Accumulating,0.25,1442.0,MSCI USA Small Cap Select Filtered Min TE,
IE000ZOKLHY7,Franklin Future Of Food UCITS ETF ,FOFD,5.0,equity,USD,Ireland,False,Accumulating,0.3,74.0,Solactive Sustainable Food,
IE000ZQOIPB1,HSBC MSCI Europe UCITS ETF EUR (Acc),P260,78.0,equity,EUR,Ireland,False,Accumulating,0.1,404.0,MSCI Europe,
IE000ZURGSV2,HSBC PLUS World Equity Quant Active UCITS ETF USD Acc,H416,628.0,equity,USD,Ireland,False,Accumulating,0.2,514.0,HSBC PLUS World Equity Quant Active,
IE000ZYE17Z0,iShares World Equity Enhanced Active UCITS ETF GBP Hedged (Acc),27U0,2.0,equity,GBP,Ireland,True,Accumulating,0.3,566.0,iShares World Equity Enhanced Active (GBP Hedged),
IE000ZZJ48Q0,Franklin Global Quality Dividend UCITS ETF (Acc),DVDG,3.0,equity,USD,Ireland,False,Accumulating,0.3,98.0,LibertyQ Global Dividend,
IE00B3CNHJ55,L&G Russell 2000 US Small Cap Quality UCITS ETF,ETLZ,176.0,equity,USD,Ireland,False,Accumulating,0.3,986.0,Russell 2000 0.4 Quality Target Exposure Factor,ETLZ.BE
IE00B3VWLG82,iShares MSCI UK Small Cap UCITS ETF (Acc),SXRD,119.0,equity,GBP,Ireland,False,Accumulating,0.58,197.0,MSCI UK Small Cap,SXRD.BE
IE00B3VWM098,iShares MSCI USA Small Cap ESG Enhanced CTB UCITS ETF USD (Acc),SXRG,2233.0,equity,USD,Ireland,False,Accumulating,0.43,1508.0,MSCI USA Small Cap ESG Enhanced Focus CTB,SXRG.BE
IE00B3VWMM18,iShares MSCI EMU Small Cap UCITS ETF (Acc),SXRJ,1014.0,equity,EUR,Ireland,False,Accumulating,0.58,378.0,MSCI EMU Small Cap,SXRJ.BE
IE00B3WJKG14,iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),QDVE,12618.0,equity,USD,Ireland,False,Accumulating,0.15,71.0,S&P 500 Capped 35/20 Information Technology,QDVE.BE
IE00B3YLTY66,SPDR MSCI All Country World Investable Market UCITS ETF (Acc),SPYI,4194.0,equity,USD,Ireland,False,Accumulating,0.17,4414.0,MSCI All Country World Investable Market (ACWI IMI),SPYI.BE
IE00B3ZW0K18,iShares S&P 500 EUR Hedged UCITS ETF (Acc),IBCF,8076.0,equity,EUR,Ireland,True,Accumulating,0.2,505.0,S&P 500® (EUR Hedged),IBCF.BE
IE00B42YS929,iShares MSCI World GBP Hedged UCITS ETF (Acc),2B73,480.0,equity,GBP,Ireland,True,Accumulating,0.55,1322.0,MSCI World (GBP Hedged),2B73.DU
IE00B42Z5J44,iShares MSCI Japan EUR Hedged UCITS ETF (Acc),IBCG,989.0,equity,EUR,Ireland,True,Accumulating,0.64,182.0,MSCI Japan (EUR Hedged),IBCG.BE
IE00B43HR379,iShares S&P 500 Health Care Sector UCITS ETF (Acc),QDVG,2290.0,equity,USD,Ireland,False,Accumulating,0.15,60.0,S&P 500 Capped 35/20 Health Care,QDVG.BE
IE00B441G979,iShares MSCI World EUR Hedged UCITS ETF (Acc),IBCH,4914.0,equity,EUR,Ireland,True,Accumulating,0.55,1321.0,MSCI World (EUR Hedged),IBCH.BE
IE00B44Z5B48,SPDR MSCI All Country World UCITS ETF (Acc),SPYY,7670.0,equity,USD,Ireland,False,Accumulating,0.12,2280.0,MSCI All Country World (ACWI),SPYY.BE
IE00B466KX20,SPDR MSCI EM Asia UCITS ETF,SPYA,1163.0,equity,USD,Ireland,False,Accumulating,0.55,840.0,MSCI Emerging Markets Asia,SPYA.BE
IE00B469F816,SPDR MSCI Emerging Markets UCITS ETF,SPYM,1415.0,equity,USD,Ireland,False,Accumulating,0.18,1183.0,MSCI Emerging Markets,SPYM.BE
IE00B48X4842,SPDR MSCI Emerging Markets Small Cap UCITS ETF,SPYX,403.0,equity,USD,Ireland,False,Accumulating,0.55,1898.0,MSCI Emerging Markets Small Cap,SPYX.BE
IE00B4JNQZ49,iShares S&P 500 Financials Sector UCITS ETF (Acc),QDVH,2056.0,equity,USD,Ireland,False,Accumulating,0.15,76.0,S&P 500 Capped 35/20 Financials,QDVH.BE
IE00B4K48X80,iShares Core MSCI Europe UCITS ETF EUR (Acc),EUNK,14549.0,equity,EUR,Ireland,False,Accumulating,0.12,406.0,MSCI Europe,EUNK.BE
IE00B4L5Y983,iShares Core MSCI World UCITS ETF USD (Acc),EUNL,109860.0,equity,USD,Ireland,False,Accumulating,0.2,1318.0,MSCI World,EUNL.BE
IE00B4L5YC18,iShares MSCI EM UCITS ETF (Acc),EUNM,6464.0,equity,USD,Ireland,False,Accumulating,0.18,1198.0,MSCI Emerging Markets,EUNM.BE
IE00B4L5YX21,iShares Core MSCI Japan IMI UCITS ETF,EUNN,6182.0,equity,USD,Ireland,False,Accumulating,0.12,964.0,MSCI Japan IMI,EUNN.BE
IE00B4LN9N13,iShares S&P 500 Industrials Sector UCITS ETF,2B7C,509.0,equity,USD,Ireland,False,Accumulating,0.15,80.0,S&P 500 Capped 35/20 Industrials,
IE00B4YBJ215,SPDR S&P 400 U.S. Mid Cap UCITS ETF USD Unhedged (Acc),SPY4,4036.0,equity,USD,Ireland,False,Accumulating,0.3,401.0,S&P MidCap 400,SPY4.BE
IE00B52MJD48,iShares Nikkei 225 UCITS ETF (Acc),SXRZ,415.0,equity,JPY,Ireland,False,Accumulating,0.48,225.0,Nikkei 225®,SXRZ.BE
IE00B52MJY50,iShares Core MSCI Pacific ex Japan UCITS ETF (Acc),SXR1,3145.0,equity,USD,Ireland,False,Accumulating,0.2,94.0,MSCI Pacific ex Japan,SXR1.BE
IE00B52SF786,iShares MSCI Canada UCITS ETF (Acc),SXR2,1459.0,equity,USD,Ireland,False,Accumulating,0.48,83.0,MSCI Canada,SXR2.BE
IE00B52SFT06,iShares MSCI USA UCITS ETF (Acc),SXR4,2881.0,equity,USD,Ireland,False,Accumulating,0.03,544.0,MSCI USA,SXR4.BE
IE00B52VJ196,iShares MSCI Europe SRI UCITS ETF (Acc),IUSK,2949.0,equity,EUR,Ireland,False,Accumulating,0.2,120.0,MSCI Europe SRI Select Reduced Fossil Fuels,IUSK.BE
IE00B539F030,iShares MSCI UK UCITS ETF (Acc),SXR3,124.0,equity,GBP,Ireland,False,Accumulating,0.33,73.0,MSCI UK,SXR3.DE
IE00B53HP851,iShares Core FTSE 100 UCITS ETF GBP (Acc),SXRW,3229.0,equity,GBP,Ireland,False,Accumulating,0.07,102.0,FTSE 100,SXRW.BE
IE00B53L3W79,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),SXRT,7074.0,equity,EUR,Ireland,False,Accumulating,0.1,51.0,EURO STOXX® 50,SXRT.BE
IE00B53QDK08,iShares MSCI Japan UCITS ETF USD (Acc),SXR5,1073.0,equity,USD,Ireland,False,Accumulating,0.12,182.0,MSCI Japan,SXR5.BE
IE00B53QG562,iShares Core MSCI EMU UCITS ETF EUR (Acc),SXR7,6034.0,equity,EUR,Ireland,False,Accumulating,0.12,224.0,MSCI EMU,SXR7.BE
IE00B53SZB19,iShares Nasdaq 100 UCITS ETF (Acc),SXRV,18829.0,equity,USD,Ireland,False,Accumulating,0.3,102.0,Nasdaq 100®,SXRV.BE
IE00B57X3V84,iShares Dow Jones Global Leaders Screened UCITS ETF USD (Acc),IUSL,1612.0,equity,USD,Ireland,False,Accumulating,0.6,569.0,Dow Jones Global Best-In-Class,IUSL.BE
IE00B5BMR087,iShares Core S&P 500 UCITS ETF USD (Acc),SXR8,114038.0,equity,USD,Ireland,False,Accumulating,0.07,503.0,S&P 500®,SXR8.BE
IE00B5L8K969,iShares MSCI EM Asia UCITS ETF (Acc),CEBL,5299.0,equity,USD,Ireland,False,Accumulating,0.2,970.0,MSCI Emerging Markets Asia,CEBL.BE
IE00B5W4TY14,iShares MSCI Korea UCITS ETF (Acc),CEBJ,402.0,equity,USD,Ireland,False,Accumulating,0.65,81.0,MSCI Korea 20/35,CEBJ.BE
IE00B6R51Z18,iShares Oil & Gas Exploration & Production UCITS ETF,IS0D,231.0,equity,USD,Ireland,False,Accumulating,0.55,64.0,S&P Commodity Producers Oil & Gas Exploration & Production,IS0D.BE
IE00B6R52036,iShares Gold Producers UCITS ETF,IS0E,5007.0,equity,USD,Ireland,False,Accumulating,0.55,62.0,S&P Commodity Producers Gold,IS0E.BE
IE00B6R52143,iShares Agribusiness UCITS ETF,IS0C,298.0,equity,USD,Ireland,False,Accumulating,0.55,100.0,S&P Commodity Producers Agribusiness,IS0C.BE
IE00B6R52259,iShares MSCI ACWI UCITS ETF USD (Acc),IUSQ,22084.0,equity,USD,Ireland,False,Accumulating,0.2,2348.0,MSCI All Country World (ACWI),IUSQ.BE
IE00B6SPMN59,iShares Edge S&P 500 Minimum Volatility UCITS ETF (Acc),IBCK,1235.0,equity,USD,Ireland,False,Accumulating,0.2,122.0,S&P 500 Minimum Volatility,IBCK.BE
IE00B7452L46,SPDR FTSE UK All Share UCITS ETF,SPYF,437.0,equity,GBP,Ireland,False,Accumulating,0.2,514.0,FTSE All-Share,SPYF.BE
IE00B802KR88,SPDR S&P 500 Low Volatility UCITS ETF,SPY1,88.0,equity,USD,Ireland,False,Accumulating,0.35,100.0,S&P 500 Low Volatility,SPY1.BE
IE00B86MWN23,iShares Edge MSCI Europe Minimum Volatility UCITS ETF,EUN0,762.0,equity,EUR,Ireland,False,Accumulating,0.25,184.0,MSCI Europe Minimum Volatility,EUN0.BE
IE00B88DZ566,iShares S&P 500 CHF Hedged UCITS ETF (Acc),IUSC,890.0,equity,CHF,Ireland,True,Accumulating,0.2,504.0,S&P 500® (CHF Hedged),IUSC.BE
IE00B8FHGS14,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),IQQ0,2107.0,equity,USD,Ireland,False,Accumulating,0.3,277.0,MSCI World Minimum Volatility,IQQ0.BE
IE00B8J37J31,iShares MSCI Japan CHF Hedged UCITS ETF (Acc),36BH,225.0,equity,CHF,Ireland,True,Accumulating,0.64,182.0,MSCI Japan (CHF Hedged),
IE00B8KGV557,iShares Edge MSCI EM Minimum Volatility UCITS ETF,EUNZ,271.0,equity,USD,Ireland,False,Accumulating,0.4,318.0,MSCI Emerging Markets Minimum Volatility,EUNZ.BE
IE00B8KMSQ34,Xtrackers S&P 500 UCITS ETF 3C CHF hedged,XDPC,64.0,equity,CHF,Ireland,True,Accumulating,0.2,502.0,S&P 500® (CHF Hedged),
IE00B8X9NW27,First Trust US Large Cap Core AlphaDEX UCITS ETF Acc,FTGU,86.0,equity,USD,Ireland,False,Accumulating,0.65,375.0,Nasdaq AlphaDEX® Large Cap Core,FTGU.DE
IE00B8X9NX34,First Trust Emerging Markets AlphaDEX UCITS ETF Acc,6PSQ,13.0,equity,USD,Ireland,False,Accumulating,0.8,150.0,Nasdaq AlphaDEX® Emerging Markets,6PSQ.DU
IE00B8X9NY41,First Trust Eurozone AlphaDEX UCITS ETF Acc,FTGE,68.0,equity,EUR,Ireland,False,Accumulating,0.65,150.0,Nasdaq AlphaDEX® Eurozone,FTGE.BE
IE00B8X9NZ57,First Trust United Kingdom AlphaDEX UCITS ETF Acc,FKU,10.0,equity,GBP,Ireland,False,Accumulating,0.65,75.0,Nasdaq AlphaDEX® United Kingdom,
IE00B910VR50,SPDR MSCI EMU UCITS ETF,ZPRE,311.0,equity,EUR,Ireland,False,Accumulating,0.08,223.0,MSCI EMU,ZPRE.BE
IE00BBQ2W338,HSBC MSCI AC Far East ex Japan UCITS ETF USD,H411,325.0,equity,USD,Ireland,False,Accumulating,0.45,850.0,MSCI AC Far East ex Japan,H411.DE
IE00BCBJG560,SPDR MSCI World Small Cap UCITS ETF,ZPRS,1453.0,equity,USD,Ireland,False,Accumulating,0.45,3537.0,MSCI World Small Cap,ZPRS.BE
IE00BCLWRD08,iShares MSCI EMU Mid Cap UCITS ETF,IS3H,424.0,equity,EUR,Ireland,False,Accumulating,0.49,119.0,MSCI EMU Mid Cap,IS3H.BE
IE00BCLWRF22,iShares MSCI EMU Large Cap UCITS ETF,IS3G,150.0,equity,EUR,Ireland,False,Accumulating,0.49,103.0,MSCI EMU Large Cap,IS3G.DE
IE00BCLWRG39,iShares MSCI Japan USD Hedged UCITS ETF (Acc),IS30,412.0,equity,USD,Ireland,True,Accumulating,0.64,182.0,MSCI Japan (USD Hedged),IS30.BE
IE00BD0B9B76,iShares Refinitiv Inclusion and Diversity UCITS ETF USD (Acc),OPEN,39.0,equity,USD,Ireland,False,Accumulating,0.25,102.0,Refinitiv Global Large/Mid Diversity & Inclusion ex Controversial Weapons Equal Weight,OPEN.DE
IE00BD1F4K20,iShares MSCI USA Mid-Cap Equal Weight UCITS ETF USD (Acc),QDVC,279.0,equity,USD,Ireland,False,Accumulating,0.2,311.0,MSCI USA Mid-Cap Equal Weighted,QDVC.DE
IE00BD1F4L37,iShares Edge MSCI USA Quality Factor UCITS ETF,QDVB,1320.0,equity,USD,Ireland,False,Accumulating,0.2,125.0,MSCI USA Sector Neutral Quality,QDVB.BE
IE00BD1F4M44,iShares Edge MSCI USA Value Factor UCITS ETF,QDVI,2590.0,equity,USD,Ireland,False,Accumulating,0.2,149.0,MSCI USA Enhanced Value,QDVI.BE
IE00BD1F4N50,iShares Edge MSCI USA Momentum Factor UCITS ETF,QDVA,490.0,equity,USD,Ireland,False,Accumulating,0.2,125.0,MSCI USA Momentum,QDVA.BE
IE00BD34DB16,UBS Core S&P 500 UCITS ETF hCHF acc,SP500S,426.0,equity,CHF,Ireland,True,Accumulating,0.06,503.0,S&P 500® (CHF Hedged),
IE00BD34DK07,UBS Core S&P 500 UCITS ETF hEUR acc,UEQD,268.0,equity,EUR,Ireland,True,Accumulating,0.06,503.0,S&P 500® (EUR Hedged),UEQD.DE
IE00BD3RYZ16,iShares OMX Stockholm Capped UCITS ETF,OMXS,170.0,equity,SEK,Ireland,False,Accumulating,0.1,110.0,OMX Stockholm Benchmark Cap,
IE00BD4TXS21,UBS Core MSCI USA UCITS ETF USD acc,4UBB,2170.0,equity,USD,Ireland,False,Accumulating,0.06,543.0,MSCI USA,
