isin,name,ticker,size,asset_class,currency,domicile_country,hedged,dividends,ter,number_of_holdings,index,symbol
IE000FF2EBQ8,BNP Paribas Easy ECPI Global ESG Infrastructure UCITS ETF EUR Capitalisation,XU61,342.0,equity,EUR,Ireland,False,Accumulating,0.31,100.0,ECPI Global ESG Infrastructure Equity,XU61.BE
IE000FJJZA01,SPDR S&P 500 Quality Aristocrats UCITS ETF USD Unhedged (Acc),QUS5,568.0,equity,USD,Ireland,False,Accumulating,0.25,100.0,S&P 500 Quality FCF Aristocrats,
IE000FNVOB27,HSBC MSCI Emerging Markets Climate Paris Aligned UCITS ETF,HP8E,30.0,equity,USD,Ireland,False,Accumulating,0.18,340.0,MSCI Emerging Markets Climate Paris Aligned,
IE000FSN19U2,Amundi Core MSCI USA UCITS ETF Acc,WEBH,2717.0,equity,USD,Ireland,False,Accumulating,0.03,545.0,MSCI USA,
IE000G2LIHG9,iShares MSCI USA Screened UCITS ETF EUR Hedged (Acc),SAUA,924.0,equity,EUR,Ireland,True,Accumulating,0.1,495.0,MSCI USA Screened (EUR Hedged),
IE000GLIXPP3,AXA IM MSCI Emerging Markets Equity PAB UCITS ETF USD Acc,AIQT,19.0,equity,USD,Ireland,False,Accumulating,0.24,296.0,MSCI Emerging Markets Climate Paris Aligned,
IE000GOJO2A3,Vanguard ESG Developed Asia Pacific All Cap UCITS ETF (USD) Accumulating,V3PA,202.0,equity,USD,Ireland,False,Accumulating,0.17,1998.0,FTSE Developed Asia Pacific All Cap Choice,
IE000H1H16W5,iShares MSCI World Value Factor Advanced UCITS ETF USD (Acc),CBUI,351.0,equity,USD,Ireland,False,Accumulating,0.25,241.0,MSCI World Value Advanced Select,
IE000H7PE775,Amundi Core MSCI World UCITS ETF EUR Hedged Acc,MWHE,46.0,equity,EUR,Ireland,True,Accumulating,0.14,1321.0,MSCI World (EUR Hedged),
IE000HARJEE2,iShares Core FTSE 100 UCITS ETF EUR Hedged (Acc),CEB4,42.0,equity,EUR,Ireland,True,Accumulating,0.1,102.0,FTSE 100 (EUR Hedged),
IE000HT7E0B1,Xtrackers Nordic Net Zero Pathway Paris Aligned UCITS ETF 1C,XNZN,156.0,equity,EUR,Ireland,False,Accumulating,0.15,180.0,Solactive ISS ESG Nordic Investable Universe Net Zero Pathway,
IE000I5MBLC4,JPMorgan US Research Enhanced Index Equity SRI Paris Aligned UCITS ETF EUR (acc),JEUS,65.0,equity,EUR,Ireland,False,Accumulating,0.2,178.0,JP Morgan US Research Enhanced Index Equity SRI Paris Aligned,
IE000I8IKC59,Invesco MSCI Japan ESG Climate Paris Aligned UCITS ETF Acc,PAUJ,62.0,equity,USD,Ireland,False,Accumulating,0.15,55.0,MSCI Japan ESG Climate Paris Aligned Benchmark Select,
IE000I8KRLL9,iShares MSCI Global Semiconductors UCITS ETF USD (Acc),SEC0,1679.0,equity,USD,Ireland,False,Accumulating,0.35,252.0,MSCI ACWI IMI Semiconductors & Semiconductor Equipment ESG Screened Select Capped,
IE000I9HGDZ3,Xtrackers MSCI World Screened UCITS ETF 1C,XWSC,64.0,equity,USD,Ireland,False,Accumulating,0.19,1178.0,MSCI World Select Screened,
IE000IDLWOL4,Xtrackers S&P 500 Equal Weight Scored & Screened UCITS ETF 2C - EUR Hedged,XEWE,687.0,equity,EUR,Ireland,True,Accumulating,0.22,279.0,S&P 500 Equal Weight Scored & Screened (EUR Hedged),
IE000IF5WTI9,Ossiam Bloomberg USA PAB UCITS ETF 1A/A (USD),OP7U,2.0,equity,USD,Ireland,False,Accumulating,0.12,364.0,Bloomberg PAB US Large & Mid Cap,
IE000IIED424,Ossiam Bloomberg USA PAB UCITS ETF 1A (EUR),OP7E,415.0,equity,EUR,Ireland,False,Accumulating,0.12,364.0,Bloomberg PAB US Large & Mid Cap,
IE000IISJT64,SPDR S&P Developed Quality Aristocrats UCITS ETF USD Unhedged (Acc),QDEV,44.0,equity,USD,Ireland,False,Accumulating,0.35,100.0,S&P Developed Quality FCF Aristocrats,
IE000IM4K4K2,Franklin AI Metaverse and Blockchain UCITS ETF,FLRA,18.0,equity,USD,Ireland,False,Accumulating,0.3,75.0,Solactive Global Metaverse Innovation,
IE000IP0UC52,Amundi MSCI USA ESG Selection UCITS ETF EUR Hedged Acc,SADH,269.0,equity,EUR,Ireland,True,Accumulating,0.17,286.0,MSCI USA ESG Selection P-Series 5% Issuer Capped (EUR Hedged),SADH.DE
IE000IVQPCG4,Ossiam Bloomberg World PAB UCITS ETF 1A (EUR),EUP0,116.0,equity,EUR,Ireland,False,Accumulating,0.2,698.0,Bloomberg PAB Developed Market,
IE000IX54FW5,iShares US Equity Enhanced Active UCITS ETF GBP Hedged (Acc),Z1J0,0.0,equity,GBP,Ireland,True,Accumulating,0.2,254.0,iShares US Equity Enhanced Active (GBP Hedged),
IE000IY9QFN9,Fidelity US Fundamental Large Cap Core UCITS ETF ACC-USD,FFLC,205.0,equity,USD,Ireland,False,Accumulating,0.38,97.0,Fidelity US Fundamental Large Cap Core,
IE000J80JTL1,First Trust Nasdaq Clean Edge Smart Grid Infrastructure UCITS ETF Acc,GRID,1079.0,equity,USD,Ireland,False,Accumulating,0.63,103.0,Nasdaq OMX Clean Edge Smart Grid Infrastructure,
IE000JCGTOP1,Ossiam Bloomberg USA PAB UCITS ETF 1A (EUR Hedged),OP7H,1.0,equity,EUR,Ireland,True,Accumulating,0.15,364.0,Bloomberg PAB US Large & Mid Cap (EUR Hedged),
IE000JHYO4T6,UBS MSCI Japan Climate Paris Aligned UCITS ETF ir-hEUR acc,AW1Q,29.0,equity,EUR,Ireland,True,Accumulating,0.15,53.0,MSCI Japan Climate Paris Aligned (EUR Hedged),
IE000JIPY1U8,JPMorgan Nasdaq Hedged Equity Laddered Overlay Active UCITS ETF USD (Acc),HEQQ,9.0,equity,USD,Ireland,False,Accumulating,0.5,90.0,J.P. Morgan Nasdaq Hedged Equity Laddered Overlay Active,
IE000JNKVS10,JPMorgan BetaBuilders US Small Cap Equity UCITS ETF USD (acc),JPSC,62.0,equity,USD,Ireland,False,Accumulating,0.13,1280.0,Morningstar US Small Cap Target Market Exposure,
IE000JTPK610,iShares MSCI ACWI SRI UCITS ETF USD (Acc),CBUY,82.0,equity,USD,Ireland,False,Accumulating,0.2,560.0,MSCI ACWI SRI Select Reduced Fossil Fuel,
IE000JZ473P7,HSBC S&P 500 UCITS ETF USD (Acc),H4ZN,420.0,equity,USD,Ireland,False,Accumulating,0.09,502.0,S&P 500®,
IE000JZYIUN0,Xtrackers MSCI Global SDG 7 Affordable and Clean Energy UCITS ETF 1C,XDG7,23.0,equity,USD,Ireland,False,Accumulating,0.35,96.0,MSCI ACWI IMI SDG 7 Affordable and Clean Energy Select,
IE000K1P4V37,Amundi MSCI World SRI Climate Paris Aligned UCITS ETF Acc EUR Hedged,MWSH,276.0,equity,EUR,Ireland,True,Accumulating,0.2,300.0,MSCI World SRI Filtered PAB (EUR Hedged),MWSH.DE
IE000K54GGV6,JPMorgan US Research Enhanced Index Equity (ESG) UCITS ETF CHF Hedged (acc),JUHC,58.0,equity,CHF,Ireland,True,Accumulating,0.2,240.0,JP Morgan US Research Enhanced Equity (CHF Hedged),
IE000KCS7J59,HSBC MSCI Emerging Markets UCITS ETF USD (Acc),H4Z3,820.0,equity,USD,Ireland,False,Accumulating,0.15,1203.0,MSCI Emerging Markets,
IE000KD0BZ68,Xtrackers MSCI Genomic Healthcare Innovation UCITS ETF 1C,XGEN,6.0,equity,USD,Ireland,False,Accumulating,0.3,100.0,MSCI ACWI IMI Genomic Innovation Select Screened 100,
IE000KF370H3,WisdomTree US Efficient Core UCITS ETF USD Unhedged Acc,WTEF,19.0,equity,USD,Ireland,False,Accumulating,0.2,459.0,WisdomTree US Efficient Core,
IE000KHX9DX6,WisdomTree Strategic Metals and Rare Earths Miners UCITS ETF USD Unhedged Acc,RARE,599.0,equity,USD,Ireland,False,Accumulating,0.5,72.0,WisdomTree Strategic Metals and Rare Earths Miners,
IE000KPJJWM6,Vanguard ESG Emerging Markets All Cap UCITS ETF (USD) Accumulating,V3MA,63.0,equity,USD,Ireland,False,Accumulating,0.19,3793.0,FTSE Emerging All Cap Choice,
IE000KXCEXR3,Amundi S&P 500 Screened UCITS ETF Acc,F500,3867.0,equity,EUR,Ireland,False,Accumulating,0.12,307.0,S&P 500 Scored & Screened+,F500.BE
IE000KXTLDE2,First Trust Bloomberg Global Semiconductor Supply Chain UCITS ETF Class A Accumulation,FCHP,16.0,equity,USD,Ireland,False,Accumulating,0.6,51.0,Bloomberg Semiconductor Supply Chain Select,
IE000KYX7IP4,Amundi S&P Global Financials ESG UCITS ETF DR EUR (A),WELK,565.0,equity,EUR,Ireland,False,Accumulating,0.18,192.0,S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Financials,
IE000L2IS494,Xtrackers MSCI Global Social Fairness Contributors UCITS ETF 1C,XDGS,3.0,equity,USD,Ireland,False,Accumulating,0.35,208.0,MSCI ACWI IMI SDG Social Fairness Select,
IE000L2SA8K5,Invesco NASDAQ-100 Equal Weight UCITS ETF Acc,EWQA,103.0,equity,USD,Ireland,False,Accumulating,0.2,101.0,Nasdaq 100® Equal Weighted,
IE000L4EH2K5,Invesco S&P World Health Care ESG UCITS ETF Acc,WH2E,56.0,equity,USD,Ireland,False,Accumulating,0.18,71.0,S&P Developed Ex-Korea LargeMidCap ESG Enhanced Health Care,
IE000L5NW549,iShares MSCI World Momentum Factor Advanced UCITS ETF USD (Acc),CBUH,216.0,equity,USD,Ireland,False,Accumulating,0.25,176.0,MSCI World Momentum Advanced Select,
IE000LAP5Z18,Amundi S&P 500 Equal Weight ESG UCITS ETF Acc,WELE,1901.0,equity,USD,Ireland,False,Accumulating,0.18,314.0,S&P 500 Equal Weight ESG+,
IE000LAUZQT6,Xtrackers MSCI World Value ESG UCITS ETF 1C,XWEV,223.0,equity,USD,Ireland,False,Accumulating,0.25,250.0,MSCI World Value Low Carbon SRI Screened Select,
IE000LOSV2D0,Xtrackers USA Biodiversity Focus SRI UCITS ETF 1C,XBUZ,10.0,equity,USD,Ireland,False,Accumulating,0.3,253.0,ISS STOXX® US Biodiversity Focus SRI,
IE000LTA2082,Amundi S&P Global Industrials ESG UCITS ETF DR EUR (A),WELH,743.0,equity,EUR,Ireland,False,Accumulating,0.18,191.0,S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Industrials,
IE000LUZJNI7,Invesco MSCI Europe Equal Weight UCITS ETF Acc,MEEQ,355.0,equity,EUR,Ireland,False,Accumulating,0.2,398.0,MSCI Europe Equal Weighted,
IE000LXEN6X4,iShares EURO STOXX 50 ESG UCITS ETF EUR (Acc),ES50,98.0,equity,EUR,Ireland,False,Accumulating,0.1,51.0,EURO STOXX® 50 ESG,
IE000LYBU7X5,HSBC MSCI WORLD VALUE SCREENED UCITS ETF USD (Acc),H41D,235.0,equity,USD,Ireland,False,Accumulating,0.25,243.0,MSCI World Value Select Screens Advanced,
IE000M4Z0RA5,AXA IM MSCI Emerging Markets ex-China Equity PAB UCITS ETF USD Acc,AXQT,13.0,equity,USD,Ireland,False,Accumulating,0.27,183.0,MSCI Emerging Markets ex China Climate Paris Aligned,
IE000M86QRT4,Amundi S&P 500 Equal Weight ESG UCITS ETF EUR Hedged Acc,MWOQ,63.0,equity,EUR,Ireland,True,Accumulating,0.2,314.0,S&P 500 Equal Weight ESG+ (EUR Hedged),
IE000MAO75G5,iShares Core MSCI Europe UCITS ETF EUR (Acc),CEBZ,1438.0,equity,EUR,Ireland,False,Accumulating,0.12,405.0,MSCI Europe,
IE000MGAVJV3,iShares MSCI USA Climate Transition Aware UCITS ETF USD (Acc),UCTA,5.0,equity,USD,Ireland,False,Accumulating,0.07,289.0,MSCI USA Transition Aware Select,
IE000MKIH0W7,Fidelity US Quality Value UCITS ETF ACC-USD,FUSV,1.0,equity,USD,Ireland,False,Accumulating,0.2,123.0,Fidelity US Quality Value,
IE000MLMNYS0,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),O4J0,3400.0,equity,USD,Ireland,False,Accumulating,0.15,504.0,S&P 500® Equal Weight,
IE000MU0FDZ8,L&G S&P 100 UCITS ETF USD Acc,SNP1,3.0,equity,USD,Ireland,False,Accumulating,0.15,101.0,S&P 100,
IE000MW6GT38,iShares MSCI Japan Climate Transition Aware UCITS ETF USD (Acc),JCTA,9.0,equity,USD,Ireland,False,Accumulating,0.15,117.0,MSCI Japan Transition Aware Select,
IE000MYCJA42,Amundi MSCI North America ESG Broad Transition UCITS ETF Acc,WEB1,576.0,equity,EUR,Ireland,False,Accumulating,0.15,561.0,MSCI North America ESG Broad CTB Select,
IE000N1ZEIG9,Invesco S&P 500 CTB Net Zero Pathway ESG UCITS ETF Acc,CTBA,2.0,equity,USD,Ireland,False,Accumulating,0.09,210.0,S&P 500 Climate Transition Base Pathway-Aligned ESG,
IE000N42HDP2,Invesco Global Active Defensive ESG Equity UCITS ETF Acc,LVLC,4.0,equity,USD,Ireland,False,Accumulating,0.25,371.0,Invesco Global Active Defensive ESG Equity,
IE000N6I8IU2,JPMorgan Nasdaq Equity Premium Income Active UCITS ETF USD (acc),JEQA,59.0,equity,USD,Ireland,False,Accumulating,0.35,90.0,JPMorgan Nasdaq Equity Premium Income Active,
IE000N6LBS91,UBS Core MSCI World UCITS ETF hCHF acc,WORLD,759.0,equity,CHF,Ireland,True,Accumulating,0.09,1319.0,MSCI World (CHF Hedged),
IE000N990RE2,Ossiam Shiller Barclays CAPE® US Sector Screened UCITS ETF 1A/A (USD),EUPF,32.0,equity,USD,Ireland,False,Accumulating,0.75,166.0,Ossiam Shiller Barclays CAPE® US Sector Screened,
IE000N9MLVT1,Xtrackers MSCI Europe Climate Transition UCITS ETF 1C,XECT,13.0,equity,EUR,Ireland,False,Accumulating,0.04,312.0,MSCI Europe Select Sustainability Screened CTB,
IE000NFR7C63,iShares MSCI China Tech UCITS ETF USD (Acc),CBUK,2102.0,equity,USD,Ireland,False,Accumulating,0.45,158.0,MSCI China Technology Sub-Industries ESG Screened Select Capped,
IE000NITTFF2,iShares Russell 1000 Growth UCITS ETF USD (Acc),R1GR,580.0,equity,USD,Ireland,False,Accumulating,0.18,367.0,Russell 1000 Growth UCITS 30/18 Capped,
IE000NM0ALX6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR EUR (A),WELJ,255.0,equity,EUR,Ireland,False,Accumulating,0.18,105.0,S&P Developed Ex-Korea LargeMidCap Sustainability Enhanced Consumer Discretionary,
IE000NVVIF88,HSBC MSCI Emerging Markets Value Screened UCITS ETF USD (Acc),H41E,61.0,equity,USD,Ireland,False,Accumulating,0.35,197.0,MSCI Emerging Markets Value Select Screens Advanced,
IE000O58J820,Vanguard ESG North America All Cap UCITS ETF (USD) Accumulating,V3YA,274.0,equity,USD,Ireland,False,Accumulating,0.12,1413.0,FTSE North America All Cap Choice,
IE000O5FBC47,Amundi S&P 500 Climate Paris Aligned UCITS ETF Acc,ZPA5,1881.0,equity,USD,Ireland,False,Accumulating,0.07,270.0,S&P 500 Net Zero 2050 Paris-Aligned ESG+,ZPA5.DE
IE000O8KMPM1,WisdomTree BioRevolution UCITS ETF USD Acc,WRNA,9.0,equity,USD,Ireland,False,Accumulating,0.45,83.0,WisdomTree BioRevolution ESG Screened,
IE000O8S1EX4,JPMorgan Climate Change Solutions UCITS ETF USD (Acc),T3MP,69.0,equity,USD,Ireland,False,Accumulating,0.55,54.0,JP Morgan Climate Change Solutions,
IE000OEF25S1,Invesco MSCI World Equal Weight UCITS ETF Acc,MWEQ,921.0,equity,USD,Ireland,False,Accumulating,0.2,1321.0,MSCI World Equal Weighted,
IE000OHEH5Y9,Invesco Global Enhanced Equity UCITS ETF EUR PfHdg Acc,IQGE,1.0,equity,EUR,Ireland,True,Accumulating,0.29,468.0,Invesco Global Enhanced Equity (EUR Hedged),
IE000OJ5TQP4,HANetf Future of Defence UCITS ETF,ASWC,2683.0,equity,USD,Ireland,False,Accumulating,0.49,60.0,EQM Future of Defence,
IE000OKVTDF7,iShares MSCI USA Value Factor Advanced UCITS ETF USD (Acc),IUVE,105.0,equity,USD,Ireland,False,Accumulating,0.2,137.0,MSCI USA Value Advanced Select,
IE000ONQ3X90,Xtrackers MSCI World UCITS ETF 2C - EUR Hedged,XWEU,357.0,equity,EUR,Ireland,True,Accumulating,0.17,1454.0,MSCI World (EUR Hedged),
IE000OULL4R4,UBS MSCI USA NSL UCITS ETF USD acc,CSY1,2816.0,equity,USD,Ireland,False,Accumulating,0.09,541.0,MSCI USA,CSY1.DE
IE000OVF8Q66,iShares Emerging Markets Equity Enhanced Active UCITS ETF USD (Acc),EGEE,737.0,equity,USD,Ireland,False,Accumulating,0.3,389.0,iShares Emerging Markets Equity Enhanced Active,
IE000OXJ91D7,Ossiam Bloomberg World PAB UCITS ETF 1A (USD),EUP1,3.0,equity,USD,Ireland,False,Accumulating,0.2,698.0,Bloomberg PAB Developed Market,
IE000P1IQS65,iShares World Equity Enhanced Active UCITS ETF EUR Hedged (Acc),R730,191.0,equity,EUR,Ireland,True,Accumulating,0.3,566.0,iShares World Equity Enhanced Active (EUR Hedged),
IE000P3D0W60,WisdomTree Renewable Energy UCITS ETF USD Unhedged Acc,WRNW,19.0,equity,USD,Ireland,False,Accumulating,0.45,81.0,WisdomTree Renewable Energy,
IE000P4AYI47,Xtrackers MSCI World Climate Transition UCITS ETF,XCTW,22.0,equity,USD,Ireland,False,Accumulating,0.04,922.0,MSCI World Select Sustainability Screened CTB,
IE000PEAJOT0,Amundi MSCI USA ESG Selection UCITS ETF Acc,SADU,458.0,equity,USD,Ireland,False,Accumulating,0.15,286.0,MSCI USA ESG Selection P-Series 5% Issuer Capped,SADU.DE
IE000PJL7R74,Invesco MSCI Emerging Markets ESG Climate Paris Aligned UCITS ETF Acc,PAUM,127.0,equity,USD,Ireland,False,Accumulating,0.19,232.0,MSCI Emerging Markets ESG Climate Paris Aligned Benchmark Select,
IE000PPEL1I4,Investlinx Balanced Income UCITS ETF ETF A EUR Capitalisation,LNXB,44.0,equity,EUR,Ireland,False,Accumulating,0.85,53.0,Investlinx Balanced Income,
IE000PSF3A70,Xtrackers MSCI Global SDGs UCITS ETF 1C,XDGI,6.0,equity,USD,Ireland,False,Accumulating,0.35,222.0,MSCI ACWI IMI SDG Impact Select,
IE000PWGE381,UBS Nasdaq-100 ESG Enhanced UCITS ETF USD acc,BCFM,2.0,equity,USD,Ireland,False,Accumulating,0.15,89.0,Nasdaq 100® Sustainable ESG Select,
IE000PY7F8J9,Rize USA Environmental Impact UCITS ETF USD Acc,RIZJ,8.0,equity,USD,Ireland,False,Accumulating,0.45,83.0,Foxberry SMS USA Environmental Impact,
IE000PYEKKW0,iShares MSCI Europe Quality Dividend Advanced UCITS ETF EUR (Acc),CEML,3.0,equity,EUR,Ireland,False,Accumulating,0.28,82.0,MSCI Europe High Dividend Yield Advanced Select,
IE000Q0IU5T1,Invesco S&P World Information Technology ESG UCITS ETF Acc,WDTE,25.0,equity,USD,Ireland,False,Accumulating,0.18,64.0,S&P Developed Ex-Korea LargeMidCap ESG Enhanced Information Technology,
IE000Q4EBR54,SPDR S&P 400 U.S. Mid Cap Leaders UCITS ETF USD Unhedged (Acc),400X,4.0,equity,USD,Ireland,False,Accumulating,0.3,180.0,S&P MidCap 400 Scored & Screened Leaders,
IE000Q6C8036,BNP Paribas Easy S&P 500 Scored and Screened UCITS ETF EUR Hedged Acc,ESAA,50.0,equity,EUR,Ireland,True,Accumulating,0.13,314.0,S&P 500 Scored & Screened (EUR Hedged),
IE000Q9W2IR3,iShares AI Adopters & Applications UCITS ETF USD (Acc),AIAA,291.0,equity,USD,Ireland,False,Accumulating,0.35,90.0,STOXX Global AI Adopters & Applications,
IE000QDFFK00,AXA IM NASDAQ 100 UCITS ETF USD Acc,ANAV,1592.0,equity,USD,Ireland,False,Accumulating,0.14,101.0,Nasdaq 100®,
IE000QGWZZO0,JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF EUR Hedged (acc),JJEH,26.0,equity,EUR,Ireland,True,Accumulating,0.25,123.0,JP Morgan Japan Research Enhanced Index Equity (ESG) (EUR Hedged),
IE000QLV3SY5,Franklin MSCI Emerging Markets Paris Aligned Climate UCITS ETF ,FVEM,7.0,equity,USD,Ireland,False,Accumulating,0.18,329.0,MSCI Emerging Markets Climate Paris Aligned,
IE000QMIHY81,HSBC MSCI World UCITS ETF EUR Hedged (Acc),H41H,653.0,equity,EUR,Ireland,True,Accumulating,0.16,1285.0,MSCI World (EUR Hedged),
IE000QUOSE01,Vanguard ESG Developed Europe All Cap UCITS ETF (EUR) Accumulating,V3DA,134.0,equity,EUR,Ireland,False,Accumulating,0.12,988.0,FTSE Developed Europe All Cap Choice,
IE000QWCYQT0,Amundi MSCI World Screened UCITS ETF Acc,WLSC,991.0,equity,USD,Ireland,False,Accumulating,0.2,1145.0,MSCI World Screened Select ex Thermal Coal,
IE000R3K9FF7,iShares MSCI World ESG Enhanced CTB UCITS ETF EUR Hedged (Acc),CEMN,188.0,equity,EUR,Ireland,True,Accumulating,0.23,1124.0,MSCI World ESG Enhanced Focus CTB (EUR Hedged),
IE000R4ZNTN3,iShares MSCI World ex-USA UCITS ETF USD (Acc),IXUA,1933.0,equity,USD,Ireland,False,Accumulating,0.15,776.0,MSCI World ex USA,
IE000R7HJVO6,iShares US Equity Enhanced Active UCITS ETF EUR Hedged (Acc),QN10,8.0,equity,EUR,Ireland,True,Accumulating,0.2,254.0,iShares US Equity Enhanced Active (EUR Hedged),
IE000R85HL30,Amundi MSCI USA SRI Climate Paris Aligned UCITS ETF Acc,WEBD,342.0,equity,EUR,Ireland,False,Accumulating,0.18,90.0,MSCI USA SRI Filtered PAB,
IE000R9FA4A0,iShares S&P 500 Scored and Screened UCITS ETF USD (Acc),ZA30,392.0,equity,USD,Ireland,False,Accumulating,0.07,314.0,S&P 500 Scored & Screened,
IE000RC2UNU0,JPMorgan Global Research Enhanced Index Equity SRI Paris Aligned UCITS ETF CHF Hedged (acc),JSGC,1.0,equity,CHF,Ireland,True,Accumulating,0.25,423.0,JP Morgan Global Research Enhanced Index Equity SRI Paris Aligned (CHF Hedged),
IE000RLUE8E9,Invesco MSCI USA ESG Climate Paris Aligned UCITS ETF Acc,PAUS,149.0,equity,USD,Ireland,False,Accumulating,0.09,79.0,MSCI USA ESG Climate Paris Aligned Benchmark Select,
IE000RN58M26,iShares Metaverse UCITS ETF USD (Acc),CBUV,107.0,equity,USD,Ireland,False,Accumulating,0.5,74.0,STOXX Global Metaverse,
IE000ROSD5J6,iShares Essential Metals Producers UCITS ETF USD (Acc),CEBT,700.0,equity,USD,Ireland,False,Accumulating,0.55,83.0,S&P Global Essential Metals Producers,
IE000RSCXLM4,JPMorgan Active US Equity UCITS ETF USD (acc),JAUS,45.0,equity,USD,Ireland,False,Accumulating,0.39,74.0,JPMorgan Active US Equity,
IE000S4A5WE2,UBS S&P 500 Climate Transition ESG UCITS ETF USD acc,BCFF,1.0,equity,USD,Ireland,False,Accumulating,0.07,309.0,S&P 500® Climate Transition Base ESG,
IE000S9T0WR9,UBS Factor MSCI USA Quality Screened UCITS ETF hCHF acc,UQLTS,33.0,equity,CHF,Ireland,True,Accumulating,0.28,101.0,MSCI USA Quality ESG Low Carbon Select (CHF Hedged),
IE000SB4G4I4,UBS Nasdaq-100 UCITS ETF USD acc,BCFP,77.0,equity,USD,Ireland,False,Accumulating,0.13,101.0,Nasdaq 100®,
IE000SBHVL31,AXA IM ACT Biodiversity Equity UCITS ETF USD Acc,ABIT,15.0,equity,USD,Ireland,False,Accumulating,0.7,97.0,AXA IM ACT Biodiversity Equity,
IE000SBU19F7,VanEck Morningstar US SMID Moat UCITS ETF A,SMTV,14.0,equity,USD,Ireland,False,Accumulating,0.49,103.0,Morningstar US Small-Mid Cap Moat Focus,
IE000SGVQIZ9,HSBC MSCI Pacific ex Japan UCITS ETF USD (Acc),W450,320.0,equity,USD,Ireland,False,Accumulating,0.15,94.0,MSCI Pacific ex Japan,
IE000SHR0UX9,Invesco FTSE All-World UCITS ETF CHF PfHdg Acc,FWCA,17.0,equity,CHF,Ireland,True,Accumulating,0.2,519.0,FTSE All-World (CHF Hedged),
IE000SNWS0L0,iShares MSCI ACWI Screened UCITS ETF USD (Acc),IG3A,143.0,equity,USD,Ireland,False,Accumulating,0.2,1564.0,MSCI ACWI Screened,
IE000SRQBBT6,Xtrackers S&P 500 Defensive Shareholder Yield UCITS ETF 1C,XUDY,5.0,equity,USD,Ireland,False,Accumulating,0.25,98.0,S&P 500 Resilient Shareholder Yield,
IE000STJ19F2,AXA IM NASDAQ 100 UCITS ETF EUR (H) Acc,ANAE,10.0,equity,EUR,Ireland,True,Accumulating,0.2,101.0,Nasdaq 100® (EUR Hedged),
IE000SU7USQ3,AXA IM MSCI World Equity PAB UCITS ETF USD Acc,AWDT,1130.0,equity,USD,Ireland,False,Accumulating,0.2,430.0,MSCI World Climate Paris Aligned,
IE000SVXJH05,iShares Nasdaq 100 ex-Top 30 UCITS ETF USD (Acc),J590,7.0,equity,USD,Ireland,False,Accumulating,0.3,70.0,Nasdaq-100 ex Top 30 UCITS,
IE000T4LTZ00,JPMorgan All Country Research Enhanced Index Equity Active UCITS ETF EUR (acc),JREW,1.0,equity,EUR,Ireland,False,Accumulating,0.25,1032.0,JP Morgan All Country Research Enhanced Index Equity Active,
IE000T5R61X5,Invesco MSCI USA Universal Screened UCITS ETF GBP Hedged Acc,ESPB,6.0,equity,GBP,Ireland,True,Accumulating,0.12,331.0,MSCI USA Universal Select Business Screens (GBP Hedged),
IE000T9EOCL3,iShares MSCI World Small Cap ESG Enhanced CTB UCITS ETF USD (Acc),CBUG,249.0,equity,USD,Ireland,False,Accumulating,0.35,2599.0,MSCI World Small Cap ESG Enhanced Focus CTB,
IE000TB15RC6,UBS Core MSCI World UCITS ETF hEUR acc,BCFI,384.0,equity,EUR,Ireland,True,Accumulating,0.09,1319.0,MSCI World (EUR Hedged),
IE000TD3TI26,JPMorgan Active US Value UCITS ETF USD (acc),JPVA,61.0,equity,USD,Ireland,False,Accumulating,0.5,153.0,JPMorgan Active US Value,
IE000TG1LGI4,UBS MSCI World Selection UCITS ETF USD acc,CSY5,649.0,equity,USD,Ireland,False,Accumulating,0.15,649.0,MSCI World Selection,CSY5.DE
IE000TI21P14,Invesco MSCI Europe ESG Climate Paris Aligned UCITS ETF Acc,PAUE,35.0,equity,EUR,Ireland,False,Accumulating,0.16,204.0,MSCI Europe ESG Climate Paris Aligned Benchmark Select,
IE000TL3PL69,Xtrackers MSCI World Momentum ESG UCITS ETF,XWEM,217.0,equity,USD,Ireland,False,Accumulating,0.25,154.0,MSCI World Momentum Low Carbon SRI Screened Select,
IE000TSML5I8,Xtrackers MSCI USA Screened UCITS ETF 2C - EUR Hedged,XRME,15.0,equity,EUR,Ireland,True,Accumulating,0.12,493.0,MSCI USA Select Screened (EUR Hedged),
IE000TT7HZ88,AXA IM MSCI World Equity PAB UCITS ETF EUR Hedged Acc,AWDE,441.0,equity,EUR,Ireland,True,Accumulating,0.23,430.0,MSCI World Climate Paris Aligned (EUR Hedged),
IE000TYGG0N6,Fidelity Global Equity Research Enhanced PAB UCITS ETF USD (Acc),FRPG,305.0,equity,USD,Ireland,False,Accumulating,0.25,350.0,Fidelity Global Equity Research Enhanced PAB,
IE000TZ4SIN6,Invesco Global Enhanced Equity UCITS ETF Acc,IQGA,333.0,equity,USD,Ireland,False,Accumulating,0.24,468.0,Invesco Global Enhanced Equity,
