isin,name,ticker,size,asset_class,currency,domicile_country,hedged,dividends,ter,number_of_holdings,index,symbol,1 year,3 year,5 year
IE00BSPLC306,SPDR MSCI Europe Value UCITS ETF,ZPRW,66.0,equity,EUR,Ireland,False,Accumulating,0.2,125.0,MSCI Europe Value Exposure Select,ZPRW.DE,+29.65%,+64.55%,+108.02%
IE00BSPLC413,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,ZPRV,756.0,equity,USD,Ireland,False,Accumulating,0.3,1662.0,MSCI USA Small Cap Value Weighted,ZPRV.BE,+6.54%,+33.27%,+80.21%
IE00BSPLC520,SPDR MSCI USA Value Weighted UCITS ETF,ZPRU,156.0,equity,USD,Ireland,False,Accumulating,0.2,125.0,MSCI USA Value Weighted,ZPRU.BE,+14.58%,+39.60%,+70.54%
IE00BTGD1B38,Xtrackers MSCI Japan Screened UCITS ETF 4C - USD Hedged,XDNU,5.0,equity,USD,Ireland,True,Accumulating,0.25,163.0,MSCI Japan Select Screened (USD Hedged),,+26.59%,+106.13%,+151.24%
IE00BTJRMP35,Xtrackers MSCI Emerging Markets UCITS ETF 1C,XMME,9222.0,equity,USD,Ireland,False,Accumulating,0.18,1209.0,MSCI Emerging Markets,XMME.BE,+25.54%,+48.73%,+25.19%
IE00BWBXM500,SPDR S&P U.S. Financials Select Sector UCITS ETF USD,ZPDF,710.0,equity,USD,Ireland,False,Accumulating,0.15,75.0,S&P Financials Select Sector Daily Capped 35/20,ZPDF.BE,-11.44%,+31.40%,+79.81%
IE00BWBXM617,SPDR S&P U.S. Health Care Select Sector UCITS ETF USD,ZPDH,472.0,equity,USD,Ireland,False,Accumulating,0.15,60.0,S&P Health Care Select Sector Daily Capped 35/20,ZPDH.BE,-3.70%,+11.43%,+47.38%
IE00BWBXM724,SPDR S&P U.S. Industrials Select Sector UCITS ETF USD,ZPDI,398.0,equity,USD,Ireland,False,Accumulating,0.15,79.0,S&P Industrial Select Sector Daily Capped 35/20,ZPDI.BE,+12.34%,+58.65%,+110.37%
IE00BWBXM948,SPDR S&P U.S. Technology Select Sector UCITS ETF USD,ZPDT,1171.0,equity,USD,Ireland,False,Accumulating,0.15,70.0,S&P Technology Select Sector Daily Capped 35/20,ZPDT.BE,+2.09%,+77.29%,+108.41%
IE00BWK1SP74,iShares MSCI EMU CHF Hedged UCITS ETF (Acc),SXR9,155.0,equity,CHF,Ireland,True,Accumulating,0.38,225.0,MSCI EMU (CHF Hedged),,+19.93%,+53.92%,+92.20%
IE00BWT3KJ20,UBS Factor MSCI USA Low Volatility UCITS ETF hEUR acc,UBUV,5.0,equity,EUR,Ireland,True,Accumulating,0.21,154.0,MSCI USA Select Dynamic 50% Risk Weighted (EUR Hedged),UBUV.AS,+4.55%,+24.53%,+37.33%
IE00BWT3KL42,UBS Factor MSCI USA Prime Value Screened UCITS ETF hEUR acc,UBUW,16.0,equity,EUR,Ireland,True,Accumulating,0.28,126.0,MSCI USA Prime Value ESG Low Carbon Select (EUR Hedged),UBUW.AS,+10.88%,+26.07%,+46.14%
IE00BWT3KN65,UBS Factor MSCI USA Quality Screened UCITS ETF hEUR acc,UBUX,76.0,equity,EUR,Ireland,True,Accumulating,0.28,101.0,MSCI USA Quality ESG Low Carbon Select (EUR Hedged),UBUX.AS,+11.59%,+67.11%,+62.97%
IE00BWTNM743,First Trust Indxx NextG UCITS ETF Acc,FTG5,7.0,equity,USD,Ireland,False,Accumulating,0.7,100.0,Indxx 5G & NextG Thematic,FTG5.BE,+17.82%,+65.37%,+75.40%
IE00BWZN1T31,iShares MSCI EMU USD Hedged UCITS ETF (Acc),CEBP,220.0,equity,USD,Ireland,True,Accumulating,0.38,225.0,MSCI EMU (USD Hedged),CEBP.DE,+3.41%,+44.31%,+95.42%
IE00BYNQMK61,UBS MSCI United Kingdom IMI Socially Responsible UCITS ETF hEUR acc,UKSRE,113.0,equity,EUR,Ireland,True,Accumulating,0.26,135.0,MSCI UK IMI Extended SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),UKSRE.SW,+13.05%,+27.84%,+38.14%
IE00BYQ00Y50,UBS Core MSCI USA UCITS ETF hGBP acc,UB0A,56.0,equity,GBP,Ireland,True,Accumulating,0.09,543.0,MSCI USA (GBP Hedged),,+7.46%,+70.65%,+72.09%
IE00BYQCZD50,WisdomTree Japan Equity UCITS ETF USD Hedged Acc,DXJA,76.0,equity,USD,Ireland,True,Accumulating,0.48,448.0,WisdomTree Japan Equity (USD Hedged),,+34.57%,+138.68%,+232.68%
IE00BYQCZJ13,WisdomTree Japan Equity UCITS ETF EUR Hedged Acc,WTIF,95.0,equity,EUR,Ireland,True,Accumulating,0.45,448.0,WisdomTree Japan Equity (EUR Hedged),WTIF.DE,+50.07%,+151.06%,+198.69%
IE00BYQCZL35,WisdomTree Japan Equity UCITS ETF CHF Hedged Acc,DXJD,15.0,equity,CHF,Ireland,True,Accumulating,0.45,448.0,WisdomTree Japan Equity (CHF Hedged),,+52.76%,+151.16%,+227.02%
IE00BYQCZN58,WisdomTree Japan Equity UCITS ETF USD Acc,WTIZ,200.0,equity,USD,Ireland,False,Accumulating,0.4,448.0,WisdomTree Japan Equity,WTIZ.BE,+30.67%,+83.37%,+95.90%
IE00BYQCZP72,WisdomTree Europe Equity UCITS ETF USD Hedged Acc,HEDK,35.0,equity,USD,Ireland,True,Accumulating,0.58,115.0,WisdomTree Europe Equity (USD Hedged),,-0.57%,+35.69%,+85.30%
IE00BYQCZT11,WisdomTree Europe Equity UCITS ETF CHF Hedged Acc,HEDD,4.0,equity,CHF,Ireland,True,Accumulating,0.35,115.0,WisdomTree Europe Equity (CHF Hedged),,+14.94%,+45.20%,+83.59%
IE00BYQCZX56,WisdomTree Europe Equity UCITS ETF EUR Acc,WTDF,11.0,equity,EUR,Ireland,False,Accumulating,0.32,115.0,WisdomTree Europe Equity,WTDF.BE,+11.33%,+42.47%,+66.72%
IE00BYSX4283,Fidelity Europe Quality Income UCITS ETF ACC-Euro,FEUQ,28.0,equity,EUR,Ireland,False,Accumulating,0.3,89.0,Fidelity Europe Quality Income,FEUQ.DE,+12.97%,+43.32%,+57.24%
IE00BYSX4408,Fidelity Europe Quality Income UCITS ETF ACC-GBP (hedged),FEQP,2.0,equity,GBP,Ireland,True,Accumulating,0.35,89.0,Fidelity Europe Quality Income (GBP Hedged),,+9.97%,+49.87%,+65.84%
IE00BYSX4846,Fidelity Emerging Markets Quality Income UCITS ETF ACC-USD,FYEM,16.0,equity,USD,Ireland,False,Accumulating,0.5,132.0,Fidelity Emerging Markets Quality Income,FYEM.DE,+21.62%,+48.15%,+30.43%
IE00BYTH6121,First Trust Global Equity Income UCITS ETF Acc,FTG4,6.0,equity,USD,Ireland,False,Accumulating,0.6,292.0,Nasdaq Global High Equity Income,FTG4.BE,+25.06%,+58.31%,+87.95%
IE00BYTH6238,First Trust US IPO Index UCITS ETF Acc,FTG2,12.0,equity,USD,Ireland,False,Accumulating,0.65,99.0,IPOX Schuster US 100,FTG2.BE,+1.73%,+70.95%,+22.58%
IE00BYTRR640,SPDR MSCI World Consumer Discretionary UCITS ETF,SS41,60.0,equity,USD,Ireland,False,Accumulating,0.3,126.0,MSCI World Consumer Discretionary,SS41.BE,-11.12%,+33.93%,+30.03%
IE00BYTRR756,SPDR MSCI World Consumer Staples UCITS ETF,SS40,121.0,equity,USD,Ireland,False,Accumulating,0.3,94.0,MSCI World Consumer Staples,SS40.BE,+2.99%,+19.82%,+48.77%
IE00BYTRR970,SPDR MSCI World Financials UCITS ETF,SS43,295.0,equity,USD,Ireland,False,Accumulating,0.3,236.0,MSCI World Financials,SS43.BE,+3.30%,+54.48%,+106.55%
IE00BYTRRB94,SPDR MSCI World Health Care UCITS ETF,SPFS,542.0,equity,USD,Ireland,False,Accumulating,0.3,118.0,MSCI World Health Care,,-1.80%,+12.71%,+38.81%
IE00BYTRRC02,SPDR MSCI World Industrials UCITS ETF,SS44,128.0,equity,USD,Ireland,False,Accumulating,0.3,257.0,MSCI World Industrials,SS44.BE,+17.23%,+65.32%,+96.54%
IE00BYTRRD19,SPDR MSCI World Technology UCITS ETF,SPFT,886.0,equity,USD,Ireland,False,Accumulating,0.3,143.0,MSCI World Information Technology,,+1.19%,+89.03%,+105.23%
IE00BYTRRF33,SPDR MSCI World Materials UCITS ETF,SS48,102.0,equity,USD,Ireland,False,Accumulating,0.3,89.0,MSCI World Materials,SS48.BE,+18.24%,+33.20%,+62.08%
IE00BYTRRG40,SPDR MSCI World Telecommunications UCITS ETF,SS45,97.0,equity,USD,Ireland,False,Accumulating,0.3,65.0,MSCI World Communication Services,SS45.BE,+3.32%,+100.24%,+70.76%
IE00BYTRRH56,SPDR MSCI World Utilities UCITS ETF USD,SS46,53.0,equity,USD,Ireland,False,Accumulating,0.3,74.0,MSCI World Utilities,SS46.BE,+16.77%,+43.00%,+70.02%
IE00BYV03C98,Fidelity US Quality Income UCITS ETF ACC-GBP (hedged),FUSP,6.0,equity,GBP,Ireland,True,Accumulating,0.3,111.0,Fidelity US Quality Income (GBP Hedged),,+11.33%,+55.03%,+71.75%
IE00BYV1Y969,Fidelity US Quality Income UCITS ETF ACC-Euro (hedged),FUSU,53.0,equity,EUR,Ireland,True,Accumulating,0.3,111.0,Fidelity US Quality Income (EUR Hedged),FUSU.BE,+14.40%,+46.58%,+61.13%
IE00BYVHJM24,UBS MSCI ACWI Universal UCITS ETF hJPY acc,AWESGJ,109.0,equity,JPY,Ireland,True,Accumulating,0.26,1840.0,MSCI ACWI Universal Low Carbon Select 5% Issuer Capped (JPY Hedged),,+0.45%,+18.41%,+7.73%
IE00BYVJRP78,iShares MSCI EM SRI UCITS ETF,QDVS,3227.0,equity,USD,Ireland,False,Accumulating,0.25,217.0,MSCI Emerging Markets SRI Select Reduced Fossil Fuels,QDVS.BE,+21.96%,+32.58%,+14.38%
IE00BYVJRR92,iShares MSCI USA SRI UCITS ETF USD (Acc),QDVR,2523.0,equity,USD,Ireland,False,Accumulating,0.2,153.0,MSCI USA SRI Select Reduced Fossil Fuels,QDVR.BE,-1.21%,+33.33%,+67.31%
IE00BYVQ9F29,iShares Nasdaq 100 UCITS ETF EUR Hedged Acc,NQSE,1705.0,equity,EUR,Ireland,True,Accumulating,0.33,102.0,Nasdaq 100® (EUR Hedged),NQSE.BE,+10.08%,+87.84%,+63.70%
IE00BYVTMS52,Invesco Nasdaq-100 UCITS ETF EUR Hedged,EQEU,535.0,equity,EUR,Ireland,True,Accumulating,0.35,101.0,Nasdaq 100® (EUR Hedged),EQEU.BE,+10.20%,+88.05%,+63.31%
IE00BYVTMT69,Invesco Nasdaq-100 UCITS ETF CHF Hedged,EQCH,660.0,equity,CHF,Ireland,True,Accumulating,0.35,101.0,Nasdaq 100® (CHF Hedged),,+14.59%,+95.70%,+82.53%
IE00BYX2JD69,iShares MSCI World SRI UCITS ETF EUR (Acc),2B7K,6303.0,equity,EUR,Ireland,False,Accumulating,0.2,357.0,MSCI World SRI Select Reduced Fossil Fuels,2B7K.BE,+1.89%,+36.18%,+59.44%
IE00BYX8XD24,iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc),IS31,57.0,equity,EUR,Ireland,True,Accumulating,0.25,122.0,S&P 500 Minimum Volatility (EUR Hedged),IS31.BE,+4.18%,+33.08%,+42.12%
IE00BYXG2H39,iShares Nasdaq US Biotechnology UCITS ETF,2B70,752.0,equity,USD,Ireland,False,Accumulating,0.35,249.0,Nasdaq Biotechnology,2B70.BE,+16.61%,+28.17%,+16.43%
IE00BYXPXK00,iShares STOXX World Equity Multifactor UCITS ETF EUR Hedged (Acc),IS07,53.0,equity,EUR,Ireland,True,Accumulating,0.33,269.0,STOXX Developed World Equity Factor Screened (EUR Hedged),IS07.BE,+16.03%,+52.13%,+57.50%
IE00BYXPXL17,iShares Edge MSCI World Minimum Volatility UCITS ETF EUR Hedged (Acc),SXR0,155.0,equity,EUR,Ireland,True,Accumulating,0.35,277.0,MSCI World Minimum Volatility (EUR Hedged),SXR0.BE,+3.74%,+29.76%,+37.00%
IE00BYXVGY31,Fidelity US Quality Income UCITS ETF ACC-USD,FUSA,227.0,equity,USD,Ireland,False,Accumulating,0.25,111.0,Fidelity US Quality Income,ETFUSA.MI,+2.30%,+41.29%,+82.98%
IE00BYYW2V44,SPDR S&P 500 EUR Hedged UCITS ETF,SPPE,2335.0,equity,EUR,Ireland,True,Accumulating,0.05,503.0,S&P 500® (EUR Hedged),SPPE.BE,+10.37%,+60.36%,+65.94%
IE00BYZ28W67,iShares Core FTSE 100 UCITS ETF USD Hedged (Acc),2B7I,164.0,equity,USD,Ireland,True,Accumulating,0.2,102.0,FTSE 100 (USD Hedged),,+8.42%,+33.28%,+97.87%
IE00BYZK4552,iShares Automation & Robotics UCITS ETF,2B76,3240.0,equity,USD,Ireland,False,Accumulating,0.4,137.0,iSTOXX® FactSet Automation & Robotics,,-0.35%,+40.30%,+30.84%
IE00BYZK4669,iShares Ageing Population UCITS ETF,2B77,566.0,equity,USD,Ireland,False,Accumulating,0.4,338.0,iSTOXX® FactSet Ageing Population,2B77.BE,+6.45%,+29.51%,+31.79%
IE00BYZK4776,iShares Healthcare Innovation UCITS ETF,2B78,925.0,equity,USD,Ireland,False,Accumulating,0.4,175.0,iSTOXX® FactSet Breakthrough Healthcare,2B78.MU,+1.59%,+8.17%,-17.15%
IE00BYZK4883,iShares Digitalisation UCITS ETF,2B79,648.0,equity,USD,Ireland,False,Accumulating,0.4,205.0,iSTOXX® FactSet Digitalisation,2B79.DE,-24.89%,+18.81%,-9.78%
IE00BYZNF849,Xtrackers Global Infrastructure ESG UCITS ETF 1C,XIFE,9.0,equity,USD,Ireland,False,Accumulating,0.35,66.0,Dow Jones Brookfield Global Green Infrastructure,,+15.00%,-,-
IE00BZ02LR44,Xtrackers MSCI World ESG UCITS ETF 1C,XZW0,5674.0,equity,USD,Ireland,False,Accumulating,0.2,636.0,MSCI World Low Carbon SRI Selection,XZW0.BE,+1.57%,+50.52%,+73.90%
IE00BZ0G8B96,SPDR MSCI Japan UCITS ETF,ZPDJ,804.0,equity,JPY,Ireland,False,Accumulating,0.12,182.0,MSCI Japan,ZPDJ.DE,+24.97%,+61.95%,+53.52%
IE00BZ0G8C04,SPDR MSCI Japan EUR Hedged UCITS ETF,ZPDW,33.0,equity,EUR,Ireland,True,Accumulating,0.17,182.0,MSCI Japan (EUR Hedged),ZPDW.DE,+43.94%,+121.84%,+133.63%
IE00BZ0PKS76,iShares STOXX USA Equity Multifactor UCITS ETF USD (Acc),IBCY,72.0,equity,USD,Ireland,False,Accumulating,0.2,295.0,STOXX US Equity Factor Screened,IBCY.BE,-1.44%,+43.05%,+70.30%
IE00BZ0PKT83,iShares STOXX World Equity Multifactor UCITS ETF USD (Acc),IBCZ,638.0,equity,USD,Ireland,False,Accumulating,0.3,269.0,STOXX Developed World Equity Factor Screened,IBCZ.BE,+6.76%,+45.11%,+69.12%
IE00BZ0PKV06,iShares STOXX Europe Equity Multifactor UCITS ETF EUR (Acc),IBC0,566.0,equity,EUR,Ireland,False,Accumulating,0.25,159.0,STOXX Developed Europe Equity Factor Screened,IBC0.BE,+17.67%,+60.53%,+78.76%
IE00BZ56RG20,WisdomTree US Quality Dividend Growth UCITS ETF USD Acc,WTDM,527.0,equity,USD,Ireland,False,Accumulating,0.33,300.0,WisdomTree US Quality Dividend Growth,WTDM.DE,-1.77%,+40.20%,+85.85%
IE00BZ56SW52,WisdomTree Global Quality Dividend Growth UCITS ETF USD Acc,WTEM,620.0,equity,USD,Ireland,False,Accumulating,0.38,474.0,WisdomTree Global Developed Quality Dividend Growth,WTEM.BE,+0.20%,+33.41%,+59.91%
IE00BZ56TQ67,WisdomTree Eurozone Quality Dividend Growth UCITS ETF EUR Acc,WTIM,40.0,equity,EUR,Ireland,False,Accumulating,0.29,85.0,WisdomTree Eurozone Quality Dividend Growth,WTIM.BE,+4.94%,+23.22%,+33.04%
IE00BZCQB185,iShares MSCI India UCITS ETF USD (Acc),QDV5,4399.0,equity,USD,Ireland,False,Accumulating,0.65,164.0,MSCI India,QDV5.BE,-5.85%,+26.18%,+44.52%
LU0274209237,Xtrackers MSCI Europe UCITS ETF 1C,XMEU,7129.0,equity,USD,Luxembourg,False,Accumulating,0.12,401.0,MSCI Europe,XMEU.MI,+13.83%,+44.73%,+73.18%
LU0274209740,Xtrackers MSCI Japan UCITS ETF 1C,DBXJ,3923.0,equity,USD,Luxembourg,False,Accumulating,0.12,181.0,MSCI Japan,DBXJ.BE,+24.50%,+62.38%,+53.60%
LU0292100046,Xtrackers MSCI Korea UCITS ETF 1C,DBX8,111.0,equity,USD,Luxembourg,False,Accumulating,0.45,82.0,MSCI Korea 20/35 Custom,DBX8.BE,+115.52%,+105.42%,+57.10%
LU0292103651,Xtrackers MSCI Europe Financials Screened UCITS ETF 1C,XS7R,143.0,equity,EUR,Luxembourg,False,Accumulating,0.17,54.0,MSCI Europe Financials Screened 20-35,,+20.86%,+85.07%,+157.47%
LU0292106084,Xtrackers MSCI Europe Industrials Screened UCITS ETF 1C,DXSL,36.0,equity,EUR,Luxembourg,False,Accumulating,0.17,75.0,MSCI Europe Industrials Screened 20-35,DXSL.BE,+12.22%,+51.75%,+66.57%
LU0292109187,Xtrackers MSCI Taiwan UCITS ETF 1C,DBX5,162.0,equity,USD,Luxembourg,False,Accumulating,0.65,83.0,MSCI Taiwan 20/35 Custom,DBX5.BE,+32.70%,+95.63%,+103.49%
LU0292109856,Xtrackers MSCI China A UCITS ETF 1C,DBX9,116.0,equity,USD,Luxembourg,False,Accumulating,0.35,385.0,MSCI China A Inclusion,DBX9.BE,+12.95%,+19.48%,-19.14%
LU0322252338,Xtrackers MSCI Pacific ex Japan Screened UCITS ETF 1C,DXS6,669.0,equity,USD,Luxembourg,False,Accumulating,0.25,83.0,MSCI Pacific ex Japan Select Screened,DXS6.BE,+8.23%,+21.95%,+37.05%
LU0322253732,Xtrackers MSCI Europe Screened UCITS ETF 1C,DX2I,78.0,equity,USD,Luxembourg,False,Accumulating,0.12,370.0,MSCI Europe Select Screened,DX2I.BE,+11.29%,+40.51%,+60.68%
LU0322253906,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,XXSC,2810.0,equity,USD,Luxembourg,False,Accumulating,0.3,831.0,MSCI Europe Small Cap,XXSC.MI,+14.51%,+31.78%,+31.44%
LU0328475792,Xtrackers STOXX Europe 600 UCITS ETF 1C,XSX6,3482.0,equity,EUR,Luxembourg,False,Accumulating,0.2,603.0,STOXX® Europe 600,XSX6.MI,+15.01%,+45.85%,+71.23%
LU0397221945,Xtrackers Portfolio UCITS ETF 1C,XQUI,681.0,equity,EUR,Luxembourg,False,Accumulating,0.7,12813.0,Xtrackers Portfolio,XQUI.MI,+8.22%,+30.81%,+28.93%
LU0476289540,Xtrackers MSCI Canada Screened UCITS ETF 1C,D5BH,1087.0,equity,USD,Luxembourg,False,Accumulating,0.35,71.0,MSCI Canada Select Screened,D5BH.BE,+16.02%,+51.58%,+92.48%
LU0486851024,Xtrackers MSCI Europe Value UCITS ETF 1C,D5BL,171.0,equity,EUR,Luxembourg,False,Accumulating,0.15,150.0,MSCI Europe Enhanced Value,D5BL.BE,+30.33%,+67.12%,+111.28%
LU0514695690,Xtrackers MSCI China UCITS ETF 1C,XCS6,1129.0,equity,USD,Luxembourg,False,Accumulating,0.65,561.0,MSCI China,XCS6.BE,+5.40%,+13.42%,-28.34%
LU0599612842,Ossiam Europe ESG Machine Learning UCITS ETF 1C (EUR),OSX4,17.0,equity,EUR,Luxembourg,False,Accumulating,0.65,83.0,Ossiam Europe ESG Machine Learning,OSX4.BE,+7.28%,+36.07%,+45.84%
LU0599613147,Ossiam STOXX Europe 600 ESG Equal Weight NR UCITS ETF 1C (EUR),OSX6,193.0,equity,EUR,Luxembourg,False,Accumulating,0.3,479.0,STOXX® Europe 600 ESG Broad Market Equal Weight,OSX6.BE,+13.47%,+34.27%,+39.40%
LU0659578842,Xtrackers MSCI Singapore UCITS ETF 1C,XBAS,73.0,equity,USD,Luxembourg,False,Accumulating,0.5,70.0,MSCI Singapore Investable Market (IMI),XBAS.BE,+11.54%,+52.63%,+67.77%
LU0659580079,Xtrackers MSCI Japan UCITS ETF 4C - EUR Hedged,XMK9,751.0,equity,EUR,Luxembourg,True,Accumulating,0.4,181.0,MSCI Japan (EUR Hedged),XMK9.BE,+43.32%,+119.91%,+130.46%
LU0838780707,Xtrackers FTSE 100 UCITS ETF 1C,XDUK,95.0,equity,GBP,Luxembourg,False,Accumulating,0.09,100.0,FTSE 100,XDUK.BE,+18.05%,+48.44%,+90.85%
LU0908500753,Amundi Core Stoxx Europe 600 UCITS ETF Acc,LYP6,16077.0,equity,EUR,Luxembourg,False,Accumulating,0.07,612.0,STOXX® Europe 600,LYP6.BE,+16.55%,+46.08%,+71.90%
LU0908501058,Amundi MSCI EMU ESG Broad Transition UCITS ETF Acc,LGQG,1029.0,equity,EUR,Luxembourg,False,Accumulating,0.12,204.0,MSCI EMU ESG Broad CTB Select,LGQG.DE,+17.25%,+50.21%,+71.87%
LU0940748279,UBS MSCI Pacific ex Japan UCITS ETF USD acc,PACUA,14.0,equity,USD,Luxembourg,False,Accumulating,0.14,94.0,MSCI Pacific ex Japan,,+10.93%,+23.91%,+39.69%
LU0950668524,UBS Core MSCI Europe UCITS ETF EUR acc,CHSU,158.0,equity,EUR,Luxembourg,False,Accumulating,0.06,404.0,MSCI Europe,,-,-,-
LU0950668870,UBS Core MSCI EMU UCITS ETF EUR acc,EMUAA,3522.0,equity,EUR,Luxembourg,False,Accumulating,0.12,225.0,MSCI EMU,EMUAA.MI,+19.18%,+54.07%,+77.17%
LU0950669845,UBS MSCI EMU Value UCITS ETF EUR acc,AW1T,78.0,equity,EUR,Luxembourg,False,Accumulating,0.25,141.0,MSCI EMU Value,,+26.14%,+66.72%,-
LU0950670009,UBS MSCI EMU Small Cap UCITS ETF EUR acc,EMUSC,300.0,equity,EUR,Luxembourg,False,Accumulating,0.28,376.0,MSCI EMU Small Cap,,+26.02%,-,-
LU0950670850,UBS MSCI United Kingdom UCITS ETF GBP acc,UC64,2521.0,equity,GBP,Luxembourg,False,Accumulating,0.2,72.0,MSCI UK,,+18.11%,+47.43%,+95.66%
LU0950671825,UBS Core MSCI Japan UCITS ETF JPY acc,JPNA,3467.0,equity,JPY,Luxembourg,False,Accumulating,0.12,181.0,MSCI Japan,JPNA.MI,+22.44%,+56.64%,+51.44%
LU0950672807,UBS MSCI Canada UCITS ETF CAD acc,CANA,540.0,equity,CAD,Luxembourg,False,Accumulating,0.33,83.0,MSCI Canada,CANA.MI,+18.24%,+50.91%,+92.59%
LU0950674175,UBS Core MSCI EM UCITS ETF USD acc,EMMUSC,4820.0,equity,USD,Luxembourg,False,Accumulating,0.15,1138.0,MSCI Emerging Markets,EMMUSC.MI,+25.86%,+49.01%,+26.31%
LU0950674332,UBS MSCI World Socially Responsible UCITS ETF USD acc,SEAC,1574.0,equity,USD,Luxembourg,False,Accumulating,0.22,378.0,MSCI World SRI Low Carbon Select 5% Issuer Capped,SEAC.BE,-0.98%,+41.34%,+58.30%
LU0950674761,UBS MSCI EMU Socially Responsible UCITS ETF EUR acc,EMUSRI,410.0,equity,EUR,Luxembourg,False,Accumulating,0.2,70.0,MSCI EMU SRI Low Carbon Select 5% Issuer Capped,EMUSRI.MI,+6.17%,+34.01%,+45.78%
LU0950674928,UBS MSCI Pacific Socially Responsible UCITS ETF USD acc,USUP,99.0,equity,USD,Luxembourg,False,Accumulating,0.28,72.0,MSCI Pacific SRI Low Carbon Select 5% Issuer Capped,USUP.DE,+7.89%,+26.62%,+20.34%
LU1048313974,UBS MSCI EM Socially Responsible UCITS ETF USD acc,UETE,624.0,equity,USD,Luxembourg,False,Accumulating,0.24,238.0,MSCI Emerging Markets SRI Low Carbon Select 5% Issuer Capped,UETE.BE,+26.03%,+49.86%,+26.61%
LU1127514245,Xtrackers MSCI EMU UCITS ETF 1C - USD Hedged,XD5D,288.0,equity,USD,Luxembourg,True,Accumulating,0.17,222.0,MSCI EMU (USD Hedged),,+4.21%,+45.64%,+98.64%
LU1127516455,Xtrackers MSCI EMU UCITS ETF 2C GBP hedged,XD5S,22.0,equity,GBP,Luxembourg,True,Accumulating,0.17,222.0,MSCI EMU (GBP Hedged),,+13.14%,+60.85%,+87.46%
LU1130155432,UBS MSCI Canada UCITS ETF hCHF acc,CAHCHA,48.0,equity,CHF,Luxembourg,True,Accumulating,0.36,83.0,MSCI Canada (CHF Hedged),,+30.28%,+68.68%,+110.60%
LU1130155606,UBS MSCI Canada UCITS ETF hEUR acc,CAHEUA,247.0,equity,EUR,Luxembourg,True,Accumulating,0.36,83.0,MSCI Canada (EUR Hedged),CAHEUA.MI,+29.05%,+67.74%,+92.32%
LU1130155861,UBS MSCI Canada UCITS ETF hUSD acc,CAHUSA,53.0,equity,USD,Luxembourg,True,Accumulating,0.36,83.0,MSCI Canada (USD Hedged),,+14.50%,+60.84%,+117.34%
LU1130156323,UBS MSCI Canada UCITS ETF hGBP acc,UC87,99.0,equity,GBP,Luxembourg,True,Accumulating,0.36,83.0,MSCI Canada (GBP Hedged),,+24.90%,+76.34%,+104.36%
LU1169819635,UBS Core MSCI EMU UCITS ETF hCHF acc,EMUCHF,723.0,equity,CHF,Luxembourg,True,Accumulating,0.15,225.0,MSCI EMU (CHF Hedged),,+19.99%,+54.28%,+93.01%
LU1169819809,UBS Core MSCI EMU UCITS ETF hUSD acc,EMUUSD,887.0,equity,USD,Luxembourg,True,Accumulating,0.15,225.0,MSCI EMU (USD Hedged),,+5.36%,+46.92%,+99.41%
LU1169820138,UBS Core MSCI EMU UCITS ETF hGBP acc,UB0E,31.0,equity,GBP,Luxembourg,True,Accumulating,0.15,225.0,MSCI EMU (GBP Hedged),,+13.26%,+60.96%,+86.24%
LU1169820997,UBS MSCI United Kingdom UCITS ETF hCHF acc,UKCHF,229.0,equity,CHF,Luxembourg,True,Accumulating,0.23,72.0,MSCI UK (CHF Hedged),,+22.05%,+40.15%,+99.50%
LU1169821292,UBS MSCI United Kingdom UCITS ETF hEUR acc,UFMB,432.0,equity,EUR,Luxembourg,True,Accumulating,0.23,72.0,MSCI UK (EUR Hedged),UFMB.DE,+21.05%,+38.27%,+80.66%
LU1169821458,UBS MSCI United Kingdom UCITS ETF hUSD acc,UKUSD,630.0,equity,USD,Luxembourg,True,Accumulating,0.23,72.0,MSCI UK (USD Hedged),,+7.23%,+32.98%,+104.80%
LU1169821888,UBS Core MSCI Japan UCITS ETF hCHF acc,JPNCHF,304.0,equity,CHF,Luxembourg,True,Accumulating,0.15,181.0,MSCI Japan (CHF Hedged),,+46.77%,+123.59%,+158.46%
LU1169822266,UBS Core MSCI Japan UCITS ETF hEUR acc,UFMA,162.0,equity,EUR,Luxembourg,True,Accumulating,0.15,181.0,MSCI Japan (EUR Hedged),UFMA.DE,+44.09%,+123.04%,+135.51%
LU1169822779,UBS Core MSCI Japan UCITS ETF hUSD acc,JPUSD,143.0,equity,USD,Luxembourg,True,Accumulating,0.15,181.0,MSCI Japan (USD Hedged),,+29.03%,+110.85%,+162.02%
LU1184092051,Xtrackers MSCI Europe UCITS ETF 2C USD hedged,XEOU,255.0,equity,USD,Luxembourg,True,Accumulating,0.3,401.0,MSCI Europe (USD Hedged),,+2.62%,+36.42%,+89.59%
LU1215452092,UBS Factor MSCI EMU Quality Screened UCITS ETF hCHF acc,EQLTS,28.0,equity,CHF,Luxembourg,True,Accumulating,0.28,60.0,MSCI EMU Quality Advanced Target Select (CHF Hedged),,-2.18%,+16.99%,+38.73%
