isin,name,ticker,size,asset_class,currency,domicile_country,hedged,dividends,ter,number_of_holdings,index,symbol,Fund size,Volatility,1 year,3 year,5 year
IE00BJ0KDQ92,Xtrackers MSCI World UCITS ETF 1C,XDWD,16437.0,equity,USD,Ireland,False,Accumulating,0.12,1454.0,MSCI World,XDWD.BE,"EUR 18,980 m",10.04%,+23.30%,+64.24%,+83.29%
IE00BJ0KDR00,Xtrackers MSCI USA UCITS ETF 1C,XD9U,9078.0,equity,USD,Ireland,False,Accumulating,0.07,544.0,MSCI USA,XD9U.BE,"EUR 10,887 m",11.75%,+24.74%,+70.96%,+95.25%
IE00BJ38QD84,SPDR Russell 2000 US Small Cap UCITS ETF,ZPRR,4213.0,equity,USD,Ireland,False,Accumulating,0.3,1929.0,Russell 2000®,ZPRR.BE,"EUR 4,806 m",18.67%,+36.94%,+55.39%,+40.10%
IE00BJ5CMD00,Goldman Sachs ActiveBeta® Emerging Markets Equity UCITS ETF CLASS USD (Acc.),GACB,12.0,equity,USD,Ireland,False,Accumulating,0.49,750.0,Goldman Sachs ActiveBeta Emerging Markets Equity,GACB.BE,EUR 12 m,15.46%,+40.08%,+45.71%,+26.33%
IE00BJ5CNR11,Goldman Sachs ActiveBeta® Paris-Aligned Sustainable US Large Cap Equity UCITS ETF CLASS USD (Acc.),GACA,144.0,equity,USD,Ireland,False,Accumulating,0.14,442.0,Goldman Sachs ActiveBeta US Large Cap Equity,GACA.BE,EUR 132 m,12.84%,+20.57%,+64.02%,+88.06%
IE00BJ5JPG56,iShares MSCI China UCITS ETF USD (Acc),ICGA,3404.0,equity,USD,Ireland,False,Accumulating,0.28,560.0,MSCI China,ICGA.BE,"EUR 2,703 m",18.05%,+0.63%,+25.78%,-20.17%
IE00BJGWQN72,WisdomTree Cloud Computing UCITS ETF USD Acc,WTEJ,189.0,equity,USD,Ireland,False,Accumulating,0.4,68.0,BVP Nasdaq Emerging Cloud,WTEJ.BE,EUR 225 m,39.05%,-12.87%,+0.07%,-32.57%
IE00BJK9H753,JPMorgan BetaBuilders US Equity UCITS ETF (Acc),BBUS,71.0,equity,USD,Ireland,False,Accumulating,0.04,519.0,Morningstar US Target Market Exposure,BBUS.DE,EUR 80 m,11.64%,+24.71%,+71.43%,+95.00%
IE00BJLKK341,iShares MSCI EMU SRI UCITS ETF EUR (Acc),AYE4,34.0,equity,EUR,Ireland,False,Accumulating,0.2,69.0,MSCI EMU SRI Select Reduced Fossil Fuels,,EUR 37 m,13.56%,+12.00%,+40.12%,+44.09%
IE00BJQRDK83,Invesco MSCI World Universal Screened UCITS ETF Acc,ESGW,207.0,equity,USD,Ireland,False,Accumulating,0.19,416.0,MSCI World Universal Select Business Screens,ESGW.DE,EUR 239 m,10.18%,+22.96%,+63.97%,+80.23%
IE00BJQRDL90,Invesco MSCI Europe Universal Screened UCITS ETF Acc,ESGE,171.0,equity,EUR,Ireland,False,Accumulating,0.16,297.0,MSCI Europe Universal Select Business Screens,AWESGE.SW,EUR 193 m,12.64%,+17.45%,+45.25%,+56.94%
IE00BJQRDM08,Invesco MSCI USA Universal Screened UCITS ETF Acc,ESGU,2777.0,equity,USD,Ireland,False,Accumulating,0.09,331.0,MSCI USA Universal Select Business Screens,ESGU.DE,"EUR 2,681 m",12.03%,+24.26%,+70.43%,+90.69%
IE00BJQRDN15,Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF Acc,IQSA,1246.0,equity,USD,Ireland,False,Accumulating,0.3,184.0,Invesco Quantitative Strategies ESG Global Equity Multi-Factor,IQSA.DE,"EUR 1,818 m",10.85%,+26.64%,+82.30%,+104.19%
IE00BJQRDP39,Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF EUR PfHdg Acc,IQSE,341.0,equity,EUR,Ireland,True,Accumulating,0.3,184.0,Invesco Quantitative Strategies ESG Global Equity Multi-Factor (EUR Hedged),IQSE.BE,EUR 369 m,11.77%,+28.39%,+90.15%,+88.85%
IE00BJQTJ848,Harbor Health Care UCITS ETF Accumulating,W311,12.0,equity,USD,Ireland,False,Accumulating,0.89,40.0,Harbor Health Care,W311.BE,EUR 13 m,19.35%,+14.96%,-5.91%,-27.44%
IE00BJRCLL96,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JPGL,194.0,equity,USD,Ireland,False,Accumulating,0.19,519.0,JP Morgan Diversified Factor Global Developed (Region Aware) Equity,JPGL.DE,EUR 224 m,8.42%,+17.74%,+46.75%,+62.40%
IE00BJXRT813,SPDR MSCI World Value UCITS ETF USD Unhedged (Acc),SPF4,110.0,equity,USD,Ireland,False,Accumulating,0.25,350.0,MSCI World Value Exposure Select,,EUR 175 m,11.68%,+41.08%,+78.32%,+97.27%
IE00BJXRZJ40,Rize Cybersecurity and Data Privacy UCITS ETF,RCRS,91.0,equity,USD,Ireland,False,Accumulating,0.45,34.0,Foxberry Tematica Research Cybersecurity & Data Privacy,RCRS.BE,EUR 100 m,25.51%,+5.49%,+51.28%,+45.17%
IE00BJXT3C94,UBS MSCI USA Socially Responsible UCITS ETF USD acc,4UBI,466.0,equity,USD,Ireland,False,Accumulating,0.19,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped,4UBI.DU,EUR 502 m,13.42%,+21.25%,+59.34%,+78.78%
IE00BJXT3G33,UBS MSCI USA Socially Responsible UCITS ETF hEUR acc,4UBD,20.0,equity,EUR,Ireland,True,Accumulating,0.22,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),,EUR 18 m,14.26%,+21.74%,+62.79%,+52.95%
IE00BJXT3L85,UBS MSCI USA Socially Responsible UCITS ETF hCHF acc,USSRIC,31.0,equity,CHF,Ireland,True,Accumulating,0.22,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),,EUR 31 m,14.67%,+20.48%,+59.06%,+66.49%
IE00BJZ2DC62,Xtrackers MSCI USA Screened UCITS ETF 1C,XRSM,245.0,equity,USD,Ireland,False,Accumulating,0.07,493.0,MSCI USA Select Screened,XRSM.BE,EUR 660 m,12.39%,+25.69%,+73.52%,+92.87%
IE00BJZ2DD79,Xtrackers Russell 2000 UCITS ETF 1C,XRS2,1942.0,equity,USD,Ireland,False,Accumulating,0.3,1458.0,Russell 2000®,XRS2.BE,"EUR 2,465 m",18.66%,+36.74%,+54.62%,+39.67%
IE00BK5BC677,L&G Healthcare Technology & Innovation UCITS ETF USD Acc,XMLH,193.0,equity,USD,Ireland,False,Accumulating,0.49,62.0,ROBO Global Healthcare Technology and Innovation,XMLH.BE,EUR 177 m,18.67%,+26.22%,+13.85%,-16.44%
IE00BK5BC891,L&G Clean Water UCITS ETF,XMLC,531.0,equity,USD,Ireland,False,Accumulating,0.49,61.0,Solactive Clean Water,XMLC.BE,EUR 587 m,13.22%,+4.90%,+27.36%,+35.00%
IE00BK5BCD43,L&G Artificial Intelligence UCITS ETF,XMLD,1130.0,equity,USD,Ireland,False,Accumulating,0.49,52.0,ROBO Global Artificial Intelligence,XMLD.BE,"EUR 1,715 m",23.30%,+69.37%,+143.80%,+131.33%
IE00BK5BCH80,L&G Clean Energy UCITS ETF,RENW,362.0,equity,USD,Ireland,False,Accumulating,0.49,58.0,Solactive Clean Energy,RENW.DE,EUR 756 m,20.43%,+85.70%,+58.65%,+57.32%
IE00BK5BQT80,Vanguard FTSE All-World UCITS ETF (USD) Accumulating,VWCE,28535.0,equity,USD,Ireland,False,Accumulating,0.19,3624.0,FTSE All-World,VWCE.BE,"EUR 39,274 m",9.35%,+25.76%,+65.95%,+78.70%
IE00BK5BQV03,Vanguard FTSE Developed World UCITS ETF Acc,VGVF,4896.0,equity,USD,Ireland,False,Accumulating,0.12,1999.0,FTSE Developed,VGVF.BE,"EUR 5,872 m",9.84%,+25.96%,+67.83%,+85.55%
IE00BK5BQW10,Vanguard FTSE North America UCITS ETF (USD) Accumulating,VNRA,2067.0,equity,USD,Ireland,False,Accumulating,0.08,584.0,FTSE North America,VNRA.DE,"EUR 2,628 m",11.53%,+24.69%,+71.50%,+94.71%
IE00BK5BQX27,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,VWCG,2171.0,equity,EUR,Ireland,False,Accumulating,0.1,524.0,FTSE Developed Europe,VWCG.BE,"EUR 2,850 m",12.09%,+17.54%,+48.62%,+62.58%
IE00BK5BQY34,Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Accumulating,VERE,1178.0,equity,EUR,Ireland,False,Accumulating,0.1,426.0,FTSE Developed Europe ex UK,VERE.DE,"EUR 1,364 m",12.94%,+16.68%,+46.87%,+57.60%
IE00BK5BQZ41,Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF (USD) Accumulating,VGEK,498.0,equity,USD,Ireland,False,Accumulating,0.15,373.0,FTSE Developed Asia Pacific ex Japan,VGEK.BE,EUR 914 m,23.63%,+82.76%,+99.25%,+86.10%
IE00BK5BR626,Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,VGWE,1599.0,equity,USD,Ireland,False,Accumulating,0.29,2219.0,FTSE All-World High Dividend Yield,VGWE.DE,"EUR 2,286 m",10.92%,+23.83%,+56.42%,+73.04%
IE00BK5BR733,Vanguard FTSE Emerging Markets UCITS ETF (USD) Accumulating,VFEA,1561.0,equity,USD,Ireland,False,Accumulating,0.17,2267.0,FTSE Emerging,VFEA.BE,"EUR 1,859 m",13.16%,+24.62%,+53.31%,+34.76%
IE00BK5BZT14,Leverage Shares 3x Salesforce.com ETP Securities,3CRE,,equity,USD,Ireland,False,Accumulating,0.75,,iSTOXX Leveraged 3x CRM,,EUR 2 m,105.85%,-77.97%,-87.05%,-96.51%
IE00BK5BZV36,Leverage Shares 3x Microsoft ETP Securities,3MSE,,equity,USD,Ireland,False,Accumulating,0.75,,iSTOXX Leveraged 3x MSFT,,EUR 30 m,71.88%,-37.44%,-13.61%,+19.01%
IE00BK5BZX59,Leverage Shares 3x Alphabet ETP,3GGL,19.0,equity,USD,Ireland,False,Accumulating,0.75,,iSTOXX Leveraged 3x GOOG,,EUR 16 m,83.65%,+591.49%,+646.77%,+311.04%
IE00BK5C1B80,Leverage Shares 3x Facebook ETP,FB3,28.0,equity,USD,Ireland,False,Accumulating,0.75,,iSTOXX Leveraged 3x FB,FB3.PA,EUR 18 m,100.71%,-48.02%,+167.76%,-86.67%
IE00BK5H8015,SPDR STOXX Europe 600 SRI UCITS ETF,ZPDX,514.0,equity,EUR,Ireland,False,Accumulating,0.12,199.0,STOXX® Europe 600 SRI,ZPDX.BE,EUR 494 m,13.04%,+12.97%,+42.85%,+56.07%
IE00BK63RN45,Invesco MSCI Kuwait UCITS ETF Acc,MKUW,6.0,equity,USD,Ireland,False,Accumulating,0.5,,MSCI Kuwait 20/35,,EUR 3 m,11.52%,+8.42%,+26.04%,+52.25%
IE00BK72HJ67,UBS MSCI World Socially Responsible UCITS ETF USD acc,4UBH,1202.0,equity,USD,Ireland,False,Accumulating,0.19,377.0,MSCI World SRI Low Carbon Select 5% Issuer Capped,4UBH.DU,"EUR 1,289 m",11.37%,+15.67%,+50.48%,+65.62%
IE00BK72HM96,UBS MSCI World Socially Responsible UCITS ETF hEUR acc,4UB1,205.0,equity,EUR,Ireland,True,Accumulating,0.22,377.0,MSCI World SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),4UB1.DU,EUR 212 m,12.29%,+16.96%,+55.95%,+53.47%
IE00BK72HT65,UBS MSCI World Socially Responsible UCITS ETF hCHF acc,WSRIC,276.0,equity,CHF,Ireland,True,Accumulating,0.22,377.0,MSCI World SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),,EUR 332 m,12.93%,+16.53%,+52.67%,+67.94%
IE00BK80XL30,Invesco MSCI China All Shares Stock Connect UCITS ETF Acc,MCHN,92.0,equity,USD,Ireland,False,Accumulating,0.35,400.0,MSCI China All Shares Stock Connect Select,MCHN.BE,EUR 98 m,15.14%,+11.19%,+25.51%,-14.15%
IE00BKBF6616,iShares Core MSCI EMU UCITS ETF USD Hedged (Acc),SNAY,584.0,equity,USD,Ireland,True,Accumulating,0.15,224.0,MSCI EMU (USD Hedged),SNAY.MU,EUR 770 m,13.24%,+17.17%,+52.41%,+95.14%
IE00BKFB6K94,UBS MSCI China A SF UCITS ETF USD acc,CNUA,129.0,equity,USD,Ireland,False,Accumulating,0.24,,MSCI China A,CNUA.DE,EUR 135 m,14.38%,+39.68%,+42.43%,+20.00%
IE00BKLF1R75,WisdomTree Battery Solutions UCITS ETF USD Acc,W1TA,144.0,equity,USD,Ireland,False,Accumulating,0.4,90.0,WisdomTree Battery Solutions,W1TA.BE,EUR 189 m,25.18%,+102.57%,+55.63%,+37.77%
IE00BKLTRN76,L&G MSCI Europe Climate Pathway UCITS ETF EUR Accumulating ETF,DELF,848.0,equity,EUR,Ireland,False,Accumulating,0.1,106.0,MSCI ACWI Select Climate 500 Europe Subset,DELF.DE,EUR 466 m,11.83%,+11.89%,+39.21%,+48.29%
IE00BKLWY790,L&G US ESG Exclusions Paris Aligned UCITS ETF USD Accumulating,DELG,155.0,equity,USD,Ireland,False,Accumulating,0.12,440.0,Foxberry Sustainability Consensus US,DELG.DE,EUR 176 m,12.76%,+25.72%,+74.41%,+97.56%
IE00BKM4GZ66,iShares Core MSCI Emerging Markets IMI UCITS ETF (Acc),IS3N,30369.0,equity,USD,Ireland,False,Accumulating,0.18,2956.0,MSCI Emerging Markets Investable Market (IMI),IS3N.BE,"EUR 36,796 m",16.15%,+44.82%,+74.55%,+52.27%
IE00BKM4H197,iShares MSCI Emerging Markets Consumer Growth UCITS ETF USD (Acc),CEMG,38.0,equity,USD,Ireland,False,Accumulating,0.6,309.0,MSCI ACWI Emerging Market Consumer Growth,CEMG.BE,EUR 37 m,10.59%,-9.09%,+12.23%,-9.61%
IE00BKPJY434,KraneShares ICBCUBS SSE STAR Market 50 Index UCITS ETF ,KSRE,7.0,equity,USD,Ireland,False,Accumulating,0.82,45.0,SSE Science and Technology Innovation Board 50,UKSRE.SW,EUR 18 m,38.86%,+81.41%,+47.74%,+9.86%
IE00BKPJY541,KraneShares ICBCCS SSE Star Market 50 Index UCITS ETF EUR,KSTR,9.0,equity,EUR,Ireland,False,Accumulating,0.82,45.0,SSE Science and Technology Innovation Board 50,,EUR 17 m,29.94%,+90.51%,+57.96%,-
IE00BKPSFC54,iShares MSCI World Quality Dividend Advanced UCITS ETF USD (Acc),AYEG,240.0,equity,USD,Ireland,False,Accumulating,0.38,213.0,MSCI World High Dividend Yield Advanced Select,,EUR 406 m,9.29%,+26.98%,+57.36%,+82.56%
IE00BKPSPT20,First Trust Global Capital Strength ESG Leaders UCITS ETF Class A Accumulation,FTGS,51.0,equity,USD,Ireland,False,Accumulating,0.75,50.0,First Trust Global Capital Strength ESG Leaders,,EUR 30 m,8.54%,-2.95%,+22.30%,+34.68%
IE00BKPX3K41,iShares MSCI AC Far East ex-Japan UCITS ETF USD (Acc),IS3Z,103.0,equity,USD,Ireland,False,Accumulating,0.74,846.0,MSCI AC Far East ex Japan,,EUR 104 m,21.00%,+67.34%,+96.62%,+53.57%
IE00BKS7L097,Invesco S&P 500 Scored & Screened UCITS ETF Acc,5ESG,2747.0,equity,USD,Ireland,False,Accumulating,0.09,,S&P 500 Scored & Screened,E5ESG.SW,"EUR 2,961 m",11.37%,+27.75%,+69.49%,+106.08%
IE00BKSBGS44,Fidelity US Equity Research Enhanced UCITS ETF ACC-USD,FUSR,1092.0,equity,USD,Ireland,False,Accumulating,0.2,249.0,Fidelity US Equity Research Enhanced,FUSR.DE,"EUR 1,316 m",11.90%,+25.75%,+73.63%,+98.31%
IE00BKSBGT50,Fidelity Europe Equity Research Enhanced UCITS ETF ACC-Euro,FEUR,130.0,equity,EUR,Ireland,False,Accumulating,0.25,191.0,Fidelity Europe Equity Research Enhanced,FEUR.DE,EUR 96 m,12.47%,+12.78%,+37.43%,+50.43%
IE00BKSBGV72,Fidelity Global Equity Research Enhanced UCITS ETF ACC-USD,FGLR,199.0,equity,USD,Ireland,False,Accumulating,0.25,527.0,Fidelity Global Equity Research Enhanced,FGLR.DE,EUR 230 m,10.31%,+21.14%,+57.55%,+74.41%
IE00BKSCBX74,UBS MSCI World Small Cap Socially Responsible UCITS ETF USD acc,UIMS,646.0,equity,USD,Ireland,False,Accumulating,0.23,716.0,MSCI World Small Cap SRI Low Carbon Select 5% Issuer Capped,,EUR 651 m,11.82%,+17.62%,+34.99%,-
IE00BKT6FV49,iShares Core MSCI Japan IMI UCITS ETF EUR Hedged (Acc),AYEI,76.0,equity,EUR,Ireland,True,Accumulating,0.17,964.0,MSCI Japan IMI (EUR Hedged),,EUR 191 m,19.07%,+47.12%,+107.86%,+139.31%
IE00BKTLJC87,iShares Smart City Infrastructure UCITS ETF USD (Acc),AYEU,312.0,equity,USD,Ireland,False,Accumulating,0.4,146.0,STOXX® Global Smart City Infrastructure,AYEU.DE,EUR 370 m,13.11%,+25.34%,+56.04%,+62.87%
IE00BKVKW020,First Trust Value Line® Dividend Index UCITS ETF Acc,FVD,6.0,equity,USD,Ireland,False,Accumulating,0.7,238.0,Value Line® Dividend,,EUR 6 m,10.39%,+4.47%,+18.07%,+33.62%
IE00BKVL7331,iShares Edge MSCI USA Minimum Volatility Advanced UCITS ETF,MVEA,100.0,equity,USD,Ireland,False,Accumulating,0.2,155.0,MSCI USA Minimum Volatility Advanced Select,MVEA.DE,EUR 89 m,9.71%,-0.14%,+22.15%,+39.17%
IE00BKVL7778,iShares Edge MSCI World Minimum Volatility Advanced UCITS ETF (Acc),MVEW,250.0,equity,USD,Ireland,False,Accumulating,0.3,242.0,MSCI World Minimum Volatility Advanced Select,MVEW.DE,EUR 213 m,8.05%,-0.57%,+21.25%,+36.74%
IE00BKVL7D31,iShares Edge MSCI Europe Minimum Volatility Advanced UCITS ETF (Acc),MVEE,26.0,equity,EUR,Ireland,False,Accumulating,0.25,109.0,MSCI Europe Minimum Volatility Advanced Select,MVEE.BE,EUR 28 m,9.38%,+5.55%,+28.34%,+35.23%
IE00BKW9SX35,Invesco S&P 500 Low Volatility UCITS ETF Acc,SPLW,19.0,equity,USD,Ireland,False,Accumulating,0.25,100.0,S&P 500 Low Volatility,,EUR 114 m,11.18%,-2.32%,+16.07%,-
IE00BKWQ0C77,SPDR MSCI Europe Consumer Discretionary UCITS ETF,SPYR,73.0,equity,EUR,Ireland,False,Accumulating,0.18,40.0,MSCI Europe Consumer Discretionary 20/35 Capped,SPYR.BE,EUR 53 m,18.61%,-5.06%,-7.55%,-5.15%
IE00BKWQ0D84,SPDR MSCI Europe Consumer Staples UCITS ETF,SPYC,186.0,equity,EUR,Ireland,False,Accumulating,0.18,37.0,MSCI Europe Consumer Staples 20/35 Capped,SPYC.BE,EUR 107 m,12.76%,-1.80%,-1.20%,+7.33%
IE00BKWQ0F09,SPDR MSCI Europe Energy UCITS ETF,SPYN,619.0,equity,EUR,Ireland,False,Accumulating,0.18,11.0,MSCI Europe Energy 20/35 Capped,SPYN.BE,EUR 677 m,21.50%,+49.04%,+54.14%,+146.76%
IE00BKWQ0G16,SPDR MSCI Europe Financials UCITS ETF,SPYZ,746.0,equity,EUR,Ireland,False,Accumulating,0.18,86.0,MSCI Europe Financials 20/35 Capped,SPYZ.BE,EUR 727 m,17.05%,+24.39%,+117.52%,+146.21%
IE00BKWQ0H23,SPDR MSCI Europe Health Care UCITS ETF,SPYH,661.0,equity,EUR,Ireland,False,Accumulating,0.18,39.0,MSCI Europe Health Care 20/35 Capped,SPYH.BE,EUR 516 m,15.70%,+9.28%,+8.93%,+34.40%
IE00BKWQ0J47,SPDR MSCI Europe Industrials UCITS ETF,SPYQ,1071.0,equity,EUR,Ireland,False,Accumulating,0.18,90.0,MSCI Europe Industrials 20/35 Capped,SPYQ.BE,"EUR 1,236 m",18.70%,+17.48%,+73.97%,+85.91%
IE00BKWQ0K51,SPDR MSCI Europe Technology UCITS ETF,SPYK,135.0,equity,EUR,Ireland,False,Accumulating,0.18,15.0,MSCI Europe Information Technology 20/35 Capped,SPYK.BE,EUR 187 m,24.20%,+51.18%,+82.88%,+89.80%
IE00BKWQ0L68,SPDR MSCI Europe Materials UCITS ETF,SPYP,87.0,equity,EUR,Ireland,False,Accumulating,0.18,29.0,MSCI Europe Materials 20/35 Capped,SPYP.BE,EUR 96 m,16.19%,+26.02%,+42.60%,+40.87%
IE00BKWQ0M75,SPDR MSCI Europe Small Cap UCITS ETF,SPYS,269.0,equity,EUR,Ireland,False,Accumulating,0.3,825.0,MSCI Europe Small Cap,,EUR 296 m,12.33%,+14.46%,+42.55%,+25.98%
IE00BKWQ0N82,SPDR MSCI Europe Communication Services UCITS ETF,SPYT,52.0,equity,EUR,Ireland,False,Accumulating,0.18,22.0,MSCI Europe Communication Services 20/35 Capped,SPYT.BE,EUR 62 m,12.93%,-4.06%,+33.60%,+33.37%
IE00BKWQ0P07,SPDR MSCI Europe Utilities UCITS ETF,SPYU,657.0,equity,EUR,Ireland,False,Accumulating,0.18,24.0,MSCI Europe Utilities 20/35 Capped,SPYU.BE,EUR 752 m,14.46%,+27.55%,+60.36%,+71.06%
IE00BKWQ0Q14,SPDR MSCI Europe UCITS ETF,SPYE,380.0,equity,EUR,Ireland,False,Accumulating,0.08,403.0,MSCI Europe,SPYE.BE,EUR 404 m,12.10%,+17.24%,+46.71%,+61.72%
IE00BKX8G916,Invesco S&P 500 UCITS ETF GBP Hedged Acc,SML2,1465.0,equity,GBP,Ireland,True,Accumulating,0.05,,S&P 500® (GBP Hedged),SML2.BE,"EUR 1,660 m",13.47%,+24.56%,+84.51%,+82.02%
IE00BKY40J65,HSBC USA SCREENED EQUITY UCITS ETF USD,H412,687.0,equity,USD,Ireland,False,Accumulating,0.12,304.0,FTSE USA ESG Low Carbon Select,H412.BE,EUR 715 m,11.09%,+31.62%,+68.43%,+91.65%
IE00BKY53D40,HSBC UK Screened Equity UCITS ETF GBP,R390,31.0,equity,GBP,Ireland,False,Accumulating,0.12,76.0,FTSE UK ESG Low Carbon Select,,EUR 28 m,13.75%,+8.88%,+40.62%,+39.81%
IE00BKY55S33,HSBC JAPAN SCREENED EQUITY UCITS ETF USD,XU8Z,233.0,equity,USD,Ireland,False,Accumulating,0.18,241.0,FTSE Japan ESG Low Carbon Select,XU8Z.BE,EUR 266 m,19.23%,+23.37%,+62.20%,+69.39%
IE00BKY55W78,HSBC Europe Screened Equity UCITS ETF EUR,H413,27.0,equity,EUR,Ireland,False,Accumulating,0.15,317.0,FTSE Developed Europe ESG Low Carbon Select,H413.BE,EUR 23 m,13.08%,+19.98%,+51.00%,+58.71%
IE00BKY58G26,HSBC Asia Pacific Ex Japan Screened Equity UCITS ETF USD,H4Z2,377.0,equity,USD,Ireland,False,Accumulating,0.25,430.0,FTSE Asia Pacific ex Japan ESG Low Carbon Select,H4Z2.BE,EUR 499 m,17.77%,+62.23%,+97.64%,+75.62%
IE00BKY59G90,HSBC EMERGING MARKET SCREENED EQUITY UCITS ETF USD,H4Z1,218.0,equity,USD,Ireland,False,Accumulating,0.18,657.0,FTSE Emerging ESG Low Carbon Select,H4Z1.BE,EUR 203 m,13.93%,+32.86%,+63.17%,+43.75%
IE00BKY59K37,HSBC DEVELOPED WORLD SCREENED EQUITY UCITS ETF USD,H41C,246.0,equity,USD,Ireland,False,Accumulating,0.18,680.0,FTSE Developed ESG Low Carbon Select,H41C.DE,EUR 384 m,9.15%,+27.94%,+64.61%,+82.00%
IE00BL0BMZ89,VanEck Morningstar Global Wide Moat UCITS ETF,VVGM,140.0,equity,USD,Ireland,False,Accumulating,0.52,78.0,Morningstar Global Wide Moat Focus,VVGM.BE,EUR 149 m,10.14%,+7.48%,+36.16%,+44.15%
IE00BL0L0D23,First Trust Capital Strength UCITS ETF Acc,FTCS,8.0,equity,USD,Ireland,False,Accumulating,0.6,50.0,Capital Strength,,EUR 8 m,10.84%,+0.50%,+23.29%,+35.77%
IE00BL0L0H60,First Trust NYSE Arca Biotechnology UCITS ETF Acc,FBTU,11.0,equity,USD,Ireland,False,Accumulating,0.6,30.0,NYSE Arca Biotechnology,,EUR 11 m,20.01%,+31.33%,+32.60%,+42.29%
IE00BL25JL35,Xtrackers MSCI World Quality UCITS ETF 1C,XDEQ,2280.0,equity,USD,Ireland,False,Accumulating,0.25,299.0,MSCI World Sector Neutral Quality,XDEQ.BE,"EUR 2,454 m",9.67%,+18.34%,+52.88%,+71.05%
IE00BL25JM42,Xtrackers MSCI World Value UCITS ETF 1C,XDEV,3224.0,equity,USD,Ireland,False,Accumulating,0.25,400.0,MSCI World Enhanced Value,XDEV.BE,"EUR 4,445 m",12.10%,+61.22%,+104.70%,+124.16%
IE00BL25JN58,Xtrackers MSCI World Minimum Volatility UCITS ETF 1C,XDEB,642.0,equity,USD,Ireland,False,Accumulating,0.25,275.0,MSCI World Minimum Volatility,XDEB.BE,EUR 970 m,8.24%,-1.21%,+20.81%,+35.04%
IE00BL25JP72,Xtrackers MSCI World Momentum UCITS ETF 1C,XDEM,1607.0,equity,USD,Ireland,False,Accumulating,0.25,348.0,MSCI World Momentum,XDEM.BE,"EUR 1,870 m",15.15%,+28.72%,+97.13%,+94.57%
IE00BL643144,Goshawk Global Balanced Fund UCITS ETF Accumulating,ROE,19.0,equity,USD,Ireland,False,Accumulating,0.69,70.0,Global Balance Fund,,EUR 20 m,7.66%,+12.71%,+37.28%,+28.63%
IE00BL6K8C82,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR (Acc),CBUA,125.0,equity,EUR,Ireland,False,Accumulating,0.15,270.0,MSCI Europe Climate Paris Aligned Benchmark Select,,EUR 174 m,12.91%,+12.72%,+37.67%,-
IE00BL6K8D99,iShares MSCI EMU Paris-Aligned Climate UCITS ETF EUR (Acc),CBUB,1240.0,equity,EUR,Ireland,False,Accumulating,0.15,146.0,MSCI EMU Climate Paris Aligned Benchmark Select,,"EUR 1,500 m",14.39%,+11.46%,+40.59%,-
IE00BLB2GQ94,iShares Conservative Portfolio UCITS ETF USD Hedged (Acc),MACU,0.0,equity,USD,Ireland,True,Accumulating,0.25,13760.0,iShares Conservative Portfolio (USD Hedged),,EUR 0 m,6.18%,+6.74%,+13.68%,-
IE00BLB2GS19,iShares Growth Portfolio UCITS ETF USD Hedged (Acc),MAGU,1.0,equity,USD,Ireland,True,Accumulating,0.25,8491.0,iShares Growth Portfolio (USD Hedged),,EUR 2 m,9.73%,+23.40%,+49.32%,-
IE00BLB2GT26,iShares Moderate Portfolio UCITS ETF USD Hedged (Acc),MODU,5.0,equity,USD,Ireland,True,Accumulating,0.25,13691.0,iShares Moderate Portfolio (USD Hedged),,EUR 7 m,7.13%,+13.15%,+28.51%,-
IE00BLCHJ534,Global X U.S. Infrastructure Development UCITS ETF USD Accumulating,94VE,459.0,equity,USD,Ireland,False,Accumulating,0.47,98.0,Indxx U.S. Infrastructure Development,,EUR 587 m,19.19%,+32.02%,+90.92%,-
IE00BLCHJB90,Global X Robotics & Artificial Intelligence UCITS ETF USD Accumulating,XB0T,96.0,equity,USD,Ireland,False,Accumulating,0.5,45.0,Indxx Global Robotics & Artificial Intelligence Thematic,,EUR 119 m,19.81%,+23.67%,+35.77%,-
IE00BLCHJH52,Global X Renewable Energy Producers UCITS ETF USD Accumulating,R4RU,5.0,equity,USD,Ireland,False,Accumulating,0.5,27.0,Indxx Renewable Energy Producers,,EUR 12 m,14.72%,+50.73%,+12.81%,-
IE00BLCHJN13,Global X Lithium & Battery Tech UCITS ETF USD Accumulating,LI7U,100.0,equity,USD,Ireland,False,Accumulating,0.6,35.0,Solactive Global Lithium,,EUR 131 m,25.45%,+128.62%,+33.66%,-
