isin,name,ticker,size,asset_class,currency,domicile_country,hedged,dividends,ter,number_of_holdings,index,symbol,Fund size,Volatility,1 year,3 year,5 year
BG9000011163,Expat Bulgaria SOFIX UCITS ETF,BGX,4.0,equity,BGN,Bulgaria,False,Accumulating,1.3,10.0,SOFIX,BGX.DE,EUR 8 m,16.36%,+21.43%,+70.00%,+93.18%
BGCROEX03189,Expat Croatia CROBEX UCITS ETF,ECDC,0.0,equity,EUR,Bulgaria,False,Accumulating,1.38,12.0,CROBEX,ECDC.DE,EUR 0 m,12.29%,+17.39%,+77.63%,+68.75%
BGCZPX003174,Expat Czech PX UCITS ETF,CZX,0.0,equity,EUR,Bulgaria,False,Accumulating,1.38,7.0,PX,CZX.DE,EUR 1 m,17.20%,+21.93%,+96.55%,+128.00%
BGGRASE06174,Expat Greece ASE UCITS ETF,GRX,0.0,equity,EUR,Bulgaria,False,Accumulating,1.38,20.0,FTSE ATHEX Composite,GRX.DE,EUR 0 m,19.36%,+26.62%,+89.32%,+124.14%
BGHUBUX01189,Expat Hungary BUX UCITS ETF,HUBE,0.0,equity,EUR,Bulgaria,False,Accumulating,1.38,15.0,BUX,HUBE.DE,EUR 1 m,24.37%,+41.28%,+144.44%,+75.00%
BGMACMB06181,Expat Macedonia MBI10 UCITS ETF,MKK1,0.0,equity,EUR,Bulgaria,False,Accumulating,1.38,7.0,MBI10,MKK1.DE,EUR 0 m,8.37%,-7.75%,+47.83%,+46.01%
BGPLWIG04173,Expat Poland WIG20 UCITS ETF,PLX,0.0,equity,EUR,Bulgaria,False,Accumulating,1.38,18.0,WIG 20,PLX.DE,EUR 1 m,19.82%,+25.93%,+92.45%,+37.84%
BGROBET05176,Expat Romania BET UCITS ETF,ROX,2.0,equity,EUR,Bulgaria,False,Accumulating,1.38,19.0,BET,ROX.DE,EUR 2 m,15.88%,+66.67%,+123.27%,+161.03%
BGSKSAX04187,Expat Slovakia SAX UCITS ETF,SK9A,0.0,equity,EUR,Bulgaria,False,Accumulating,1.38,1.0,SAX,SK9A.DE,EUR 0 m,16.10%,-13.73%,-24.14%,-47.62%
BGSLOBI02187,Expat Slovenia SBI TOP UCITS ETF,SLQX,3.0,equity,EUR,Bulgaria,False,Accumulating,1.38,7.0,SBI TOP,SLQX.DE,EUR 1 m,16.21%,+31.76%,+145.60%,+171.68%
BGSRBBE05183,Expat Serbia BELEX15 UCITS ETF,ESNB,0.0,equity,EUR,Bulgaria,False,Accumulating,1.38,3.0,BELEX15,ESNB.DE,EUR 0 m,10.27%,-2.22%,-7.37%,-8.33%
CH1390861313,Leonteq FuW Swiss 50 Index ETP EUR,FW50,,equity,EUR,Switzerland,False,Accumulating,0.72,,FuW Swiss 50,,EUR - m,12.90%,+9.29%,-,-
DE0005933923,iShares MDAX UCITS ETF (DE),EXS3,2337.0,equity,EUR,Germany,False,Accumulating,0.51,50.0,MDAX®,EXS3.BE,"EUR 1,658 m",18.17%,+7.90%,+22.03%,-2.96%
DE0005933931,iShares Core DAX® UCITS ETF (DE) EUR (Acc),EXS1,8706.0,equity,EUR,Germany,False,Accumulating,0.16,40.0,DAX®,EXS1.BE,"EUR 8,678 m",15.72%,+4.47%,+55.02%,+57.35%
DE0005933972,iShares TecDAX UCITS ETF (DE),EXS2,639.0,equity,EUR,Germany,False,Accumulating,0.51,30.0,TecDAX®,EXS2.BE,EUR 661 m,17.45%,+7.30%,+26.44%,+17.55%
DE000A0Q4R69,iShares DAX ESG UCITS ETF (DE),EXIA,116.0,equity,EUR,Germany,False,Accumulating,0.12,40.0,DAX® ESG Target,,EUR 123 m,15.72%,+5.07%,+54.92%,+55.53%
DE000A0Q4R85,iShares MSCI Brazil UCITS ETF (DE) USD (Acc),4BRZ,3643.0,equity,USD,Germany,False,Accumulating,0.31,45.0,MSCI Brazil,,"EUR 4,223 m",21.18%,+33.93%,+36.45%,+48.72%
DE000A2QP372,iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR (Acc),EXI4,243.0,equity,EUR,Germany,False,Accumulating,0.52,29.0,EURO STOXX® Banks 30-15,,EUR 234 m,23.31%,+40.16%,+207.48%,-
DE000A2QP380,iShares EURO STOXX Select Dividend 30 UCITS ETF (DE) EUR (Acc),EXI0,29.0,equity,EUR,Germany,False,Accumulating,0.32,30.0,EURO STOXX® Select Dividend 30,,EUR 39 m,11.16%,+22.02%,+76.06%,-
DE000A2QP398,iShares STOXX Europe 600 Technology UCITS ETF (DE) EUR (Acc),EXH0,16.0,equity,EUR,Germany,False,Accumulating,0.39,27.0,STOXX® Europe 600 Technology,,EUR 21 m,22.45%,+16.61%,+39.59%,-
DE000A2QP4A8,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Acc),EXHG,10.0,equity,EUR,Germany,False,Accumulating,0.41,13.0,STOXX® Europe 600 Automobiles & Parts,,EUR 8 m,22.16%,-10.41%,-13.82%,-
DE000A2QP4B6,iShares STOXX Europe 600 UCITS ETF (DE) EUR (Acc),EXIE,849.0,equity,EUR,Germany,False,Accumulating,0.2,600.0,STOXX® Europe 600,,EUR 912 m,12.09%,+17.16%,+47.83%,-
DE000A2QP4C4,iShares Dow Jones Global Titans 50 UCITS ETF (DE) EUR (Acc),EXIF,4.0,equity,EUR,Germany,False,Accumulating,0.51,53.0,Dow Jones Global Titans 50,,EUR 7 m,12.65%,+34.83%,-,-
DE000ETFL011,Deka DAX UCITS ETF,EL4A,1715.0,equity,EUR,Germany,False,Accumulating,0.15,40.0,DAX®,EL4A.BE,"EUR 1,837 m",15.66%,+4.44%,+54.66%,+57.39%
DE000ETFL342,Deka MSCI Emerging Markets UCITS ETF ,EL40,170.0,equity,USD,Germany,False,Accumulating,0.65,,MSCI Emerging Markets,EL40.BE,EUR 241 m,16.68%,+46.57%,+72.83%,+44.57%
DE000ETFL441,Deka MDAX UCITS ETF,ELF1,396.0,equity,EUR,Germany,False,Accumulating,0.3,50.0,MDAX®,ELF1.BE,EUR 401 m,18.06%,+8.03%,+21.91%,-2.29%
DE000ETFL656,Deka STOXX Future Water ESG UCITS ETF ,EFQA,5.0,equity,EUR,Germany,False,Accumulating,0.55,,STOXX® Future Water ESG,,EUR 5 m,-,-,-,-
DE000ETFL664,Deka Europe Defense UCITS ETF ,D6RU,235.0,equity,EUR,Germany,False,Accumulating,0.4,,Solactive Europe Defense,,EUR 239 m,-,-,-,-
FR0007054358,Amundi EURO STOXX 50 II UCITS ETF Acc,LYSX,3923.0,equity,EUR,France,False,Accumulating,0.2,54.0,EURO STOXX® 50,LYSX.BE,"EUR 4,199 m",15.44%,+15.38%,+51.94%,+71.08%
FR0010261198,Amundi MSCI Europe UCITS ETF Acc,LYY5,611.0,equity,EUR,France,False,Accumulating,0.25,406.0,MSCI Europe,LYY5.BE,EUR 600 m,12.00%,+17.15%,+46.51%,+61.25%
FR0010342592,Amundi Nasdaq-100 Daily (2x) Leveraged UCITS ETF Acc,L8I7,1049.0,equity,EUR,France,False,Accumulating,0.6,,Nasdaq 100® Leverage (2x),L8I7.BE,"EUR 1,277 m",30.97%,+82.55%,+214.37%,+230.27%
FR0010361683,Amundi MSCI India Swap UCITS ETF EUR Acc,LYMD,1017.0,equity,EUR,France,False,Accumulating,0.85,,MSCI India,LYMD.BE,EUR 790 m,16.20%,-14.70%,+7.60%,+23.66%
FR0010375766,Amundi MSCI India Swap UCITS ETF USD Acc,NK4G,360.0,equity,USD,France,False,Accumulating,0.85,,MSCI India,NK4G.BE,EUR 196 m,15.60%,-15.20%,+7.69%,+23.28%
FR0010424135,Amundi EURO STOXX 50 Daily (-1x) Inverse UCITS ETF Acc,LSK7,32.0,equity,EUR,France,False,Accumulating,0.4,,EURO STOXX® 50 Short,LSK7.BE,EUR 41 m,15.56%,-11.31%,-26.60%,-39.51%
FR0010424143,Amundi EURO STOXX 50 Daily (-2x) Inverse UCITS ETF Acc,LSK8,26.0,equity,EUR,France,False,Accumulating,0.6,,EURO STOXX® 50 Short Leverage (-2x),LSK8.BE,EUR 24 m,32.09%,-25.00%,-54.55%,-71.52%
FR0010429068,Amundi MSCI Emerging Markets Swap II UCITS ETF EUR Acc,LYM7,904.0,equity,EUR,France,False,Accumulating,0.55,,MSCI Emerging Markets,LYM7.BE,"EUR 1,014 m",17.21%,+47.94%,+75.44%,+48.87%
FR0010435297,Amundi MSCI Emerging Markets Swap II UCITS ETF USD Acc,LNY4,122.0,equity,USD,France,False,Accumulating,0.55,,MSCI Emerging Markets,,EUR 168 m,16.50%,+47.34%,+75.97%,+48.72%
FR0010446146,Amundi FTSE MIB Daily (-1x) Inverse UCITS ETF Acc,BERMIB,24.0,equity,EUR,France,False,Accumulating,0.6,,FTSE MIB Short,BERMIB.MI,EUR 25 m,15.44%,-21.09%,-48.52%,-60.15%
FR0010446666,Amundi FTSE MIB Daily (-2x) Inverse UCITS ETF Acc,XBRMIB,35.0,equity,EUR,France,False,Accumulating,0.6,,FTSE MIB Short Leverage (-2x),XBRMIB.MI,EUR 32 m,40.29%,-42.86%,-78.08%,-87.88%
FR0010468983,Amundi EURO STOXX 50 Daily (2x) Leveraged UCITS ETF Acc,LYMZ,189.0,equity,EUR,France,False,Accumulating,0.4,,EURO STOXX® 50 Leverage (2x),LYMZ.BE,EUR 236 m,30.83%,+25.58%,+89.99%,+118.80%
FR0010591362,Amundi CAC 40 Daily (-1x) Inverse UCITS ETF Acc,LYMM,94.0,equity,EUR,France,False,Accumulating,0.4,,CAC 40® Short,LYMM.BE,EUR 87 m,13.98%,-5.28%,-9.35%,-30.15%
FR0010655704,Amundi CAC Transition Climat UCITS ETF,X13J,11.0,equity,EUR,France,False,Accumulating,0.25,69.0,CAC Transition Climat,X13J.BE,EUR 12 m,15.43%,+1.36%,+14.20%,+33.63%
FR0010655712,Amundi ETF DAX UCITS ETF DR,CG1G,1519.0,equity,EUR,France,False,Accumulating,0.1,40.0,DAX®,CG1G.BE,"EUR 1,423 m",15.67%,+4.50%,+55.23%,+57.72%
FR0010655746,Amundi IBEX 35 UCITS ETF Acc,AMES,359.0,equity,EUR,France,False,Accumulating,0.3,35.0,IBEX 35,AMES.DE,EUR 415 m,15.76%,+34.68%,+122.76%,+139.09%
FR0010717090,Amundi MSCI EMU High Dividend UCITS ETF UCITS ETF Acc,18M2,278.0,equity,EUR,France,False,Accumulating,0.3,50.0,MSCI EMU High Dividend Yield,,EUR 330 m,10.29%,+15.81%,+41.65%,+53.36%
FR0010755611,Amundi MSCI USA Daily (2x) Leveraged UCITS ETF Acc,18MF,975.0,equity,EUR,France,False,Accumulating,0.5,,MSCI USA Leveraged (2x),18MF.BE,"EUR 1,065 m",23.99%,+50.77%,+144.87%,+188.48%
FR0010756114,Amundi MSCI World Ex EMU UCITS ETF,ACM9,819.0,equity,EUR,France,False,Accumulating,0.35,,MSCI World ex EMU,ACM9.BE,EUR 933 m,10.30%,+24.32%,+64.71%,+84.07%
FR0010790980,Amundi Stoxx Europe 50 UCITS ETF,AE50,525.0,equity,EUR,France,False,Accumulating,0.15,,STOXX® Europe 50,AE50.BE,EUR 517 m,12.65%,+17.85%,+40.10%,+72.08%
FR0010821819,Amundi ETF MSCI Europe Ex EMU ESG Leaders UCITS ETF,540H,230.0,equity,EUR,France,False,Accumulating,0.3,109.0,MSCI Europe ex EMU ESG Leaders Select 5% Issuer Capped,,EUR 211 m,12.00%,+6.05%,+24.57%,+41.86%
FR0010869495,Amundi ShortDAX Daily (-2x) Inverse UCITS ETF Acc,LYQL,27.0,equity,EUR,France,False,Accumulating,0.6,,ShortDAX® Leverage (2x),LYQL.BE,EUR 23 m,33.44%,-9.09%,-56.52%,-66.89%
FR0010930644,Amundi Global Hydrogen UCITS ETF Acc,AMEE,286.0,equity,EUR,France,False,Accumulating,0.45,43.0,Bloomberg Hydrogen Screened,AMEE.BE,EUR 304 m,15.07%,+65.09%,+134.61%,+266.00%
FR0011036268,Amundi IBEX 35 Doble Inverso Diario (-2x) UCITS ETF Acc,2INVE,39.0,equity,EUR,France,False,Accumulating,0.6,,IBEX 35 Short Leverage (-2x),2INVE.MC,EUR 31 m,35.18%,-44.83%,-79.35%,-85.12%
FR0011042753,Amundi IBEX 35 Doble Apalancado Diario (2x) UCITS ETF Acc,IBEXA,78.0,equity,EUR,France,False,Accumulating,0.4,,IBEX 35 Leverage (2x),IBEXA.MC,EUR 91 m,31.58%,+67.81%,+312.31%,+327.62%
FR0011550177,BNP Paribas Easy S&P 500 UCITS ETF USD,ESAP,3323.0,equity,USD,France,False,Accumulating,0.14,,S&P 500®,,"EUR 3,824 m",11.56%,+25.01%,+69.94%,+98.56%
FR0011550185,BNP Paribas Easy S&P 500 UCITS ETF EUR,ESEE,3008.0,equity,EUR,France,False,Accumulating,0.14,,S&P 500®,ESEE.BE,"EUR 3,377 m",11.75%,+25.70%,+70.13%,+98.97%
FR0011550193,BNP Paribas Easy STOXX Europe 600 UCITS ETF,ETSZ,963.0,equity,EUR,France,False,Accumulating,0.18,,STOXX® Europe 600,ETSZ.BE,"EUR 1,063 m",12.06%,+17.08%,+47.28%,+59.88%
FR0011720911,Amundi MSCI China A UCITS ETF Acc,CNAA,139.0,equity,USD,France,False,Accumulating,0.35,384.0,MSCI China A,CNAA.BE,EUR 154 m,14.40%,+32.84%,+26.94%,-0.99%
FR0011758085,Amundi FTSE Italia PMI PIR 2020 UCITS ETF Acc,ITAMID,181.0,equity,EUR,France,False,Accumulating,0.4,74.0,FTSE Italia PIR PMI,ITAMID.MI,EUR 186 m,14.42%,+14.80%,+58.38%,+53.57%
FR0012399731,Amundi EURO STOXX 50 II UCITS ETF CHF Hedged Acc,MSEC,87.0,equity,CHF,France,True,Accumulating,0.2,54.0,EURO STOXX® 50 (CHF Hedged),,EUR 101 m,16.17%,+15.27%,+50.56%,+91.31%
FR0012399772,Amundi EURO STOXX 50 II UCITS ETF GBP Hedged Acc,NK4B,23.0,equity,GBP,France,True,Accumulating,0.2,54.0,EURO STOXX® 50 (GBP Hedged),,EUR 26 m,16.67%,+13.90%,+60.25%,+81.95%
FR0012399806,Amundi EURO STOXX 50 II UCITS ETF USD Hedged Acc,LYQ4,101.0,equity,USD,France,True,Accumulating,0.2,54.0,EURO STOXX® 50 (USD Hedged),LYQ4.BE,EUR 116 m,14.58%,+14.18%,+48.56%,+97.90%
FR0012739431,BNP Paribas Easy EURO STOXX 50 UCITS ETF,ETDD,732.0,equity,EUR,France,False,Accumulating,0.1,50.0,EURO STOXX® 50,ETDD.DE,EUR 789 m,15.47%,+15.83%,+52.37%,+72.29%
FR0013041530,BNP Paribas Easy S&P 500 UCITS ETF EUR Hedged,ESEH,1402.0,equity,EUR,France,True,Accumulating,0.14,,S&P 500® (EUR Hedged),ESEH.BE,"EUR 1,460 m",11.59%,+26.02%,+73.64%,+70.00%
FR0013209921,Amundi MSCI World Ex EMU SRI Climate Paris Aligned UCITS ETF Acc,WLDX,4.0,equity,USD,France,False,Accumulating,0.35,231.0,MSCI World ex EMU SRI Filtered PAB,WLDX.MI,EUR 4 m,11.50%,+12.16%,+36.97%,+51.21%
FR0013380607,Amundi CAC 40 UCITS ETF Acc,VOOP,856.0,equity,EUR,France,False,Accumulating,0.25,46.0,CAC 40®,VOOP.BE,"EUR 1,097 m",13.96%,+7.94%,+22.82%,+47.26%
FR0014002CH1,Amundi MSCI Water UCITS ETF Acc,WATC,102.0,equity,EUR,France,False,Accumulating,0.6,47.0,MSCI ACWI IMI Water Filtered,,EUR 65 m,11.15%,-1.19%,+25.81%,+32.34%
FR0014002IH8,Melanion Bitcoin Equities UCITS ETF,MBTC,10.0,equity,EUR,France,False,Accumulating,3.5,,Melanion Bitcoin Exposure,,EUR 11 m,62.33%,+47.59%,+207.22%,-
FR0014003FW1,Amundi MSCI World Climate Paris Aligned Umweltzeichen UCITS ETF ,PABV,367.0,equity,USD,France,False,Accumulating,0.25,826.0,MSCI World Climate Change Paris Aligned Low Carbon Select,,EUR 378 m,12.47%,+27.96%,+80.21%,-
FR0014003IY1,Amundi MSCI World Swap II UCITS ETF Acc,BUN1,461.0,equity,EUR,France,False,Accumulating,0.3,,MSCI World,,EUR 572 m,10.20%,+23.32%,+64.28%,-
FR0014003N93,Amundi MSCI World Swap II UCITS ETF EUR Hedged Acc,WLDHC,514.0,equity,EUR,France,True,Accumulating,0.3,,MSCI World (EUR Hedged),,EUR 550 m,10.23%,+24.03%,+68.55%,-
FR001400U5Q4,Amundi PEA Monde (MSCI World) UCITS ETF Acc,DCAM,520.0,equity,EUR,France,False,Accumulating,0.2,,MSCI World,DCAM.PA,EUR 966 m,10.17%,+23.09%,-,-
FR001400YYJ0,Finanzen.net MSCI World UCITS ETF Acc,FINZ,13.0,equity,USD,France,False,Accumulating,0.12,1321.0,MSCI World,,EUR 24 m,-,-,-,-
FR0014010HV4,Amundi MSCI World (2x) Leveraged UCITS ETF Acc,LVWC,93.0,equity,USD,France,False,Accumulating,0.6,,MSCI World Leveraged (2x),,EUR 93 m,-,-,-,-
IE00000EF730,iShares Europe Equity Enhanced Active UCITS ETF EUR (Acc),EUEE,554.0,equity,EUR,Ireland,False,Accumulating,0.25,235.0,iShares Europe Equity Enhanced Active,,EUR 560 m,12.11%,+18.10%,-,-
IE00002ZKAP0,Xtrackers Europe Equity Enhanced Active UCITS ETF 1C,XEEE,62.0,equity,EUR,Ireland,False,Accumulating,0.25,201.0,Xtrackers Europe Equity Enhanced Active,,EUR 71 m,12.21%,+15.65%,-,-
IE00004PGEY9,JPMorgan Eurozone Research Enhanced Index Equity (ESG) UCITS ETF EUR (acc),JREZ,555.0,equity,EUR,Ireland,False,Accumulating,0.25,110.0,JP Morgan Eurozone Research Enhanced Index Equity (ESG),,EUR 542 m,14.39%,+18.14%,+53.26%,-
IE0000902GT6,WisdomTree Megatrends UCITS ETF USD,WMGT,30.0,equity,USD,Ireland,False,Accumulating,0.5,724.0,WisdomTree Global Megatrends Equity,,EUR 53 m,17.85%,+51.72%,-,-
IE0000CRTTJ9,Amundi MSCI World ESG Broad Transition UCITS ETF EUR Hedged (Acc),LWCH,3.0,equity,EUR,Ireland,True,Accumulating,0.25,1143.0,MSCI World ESG Broad CTB Select (EUR Hedged),,EUR 3 m,-,-,-,-
IE0000EAPBT6,JPMorgan US Equity Premium Income Active UCITS ETF USD (acc),JEIA,25.0,equity,USD,Ireland,False,Accumulating,0.35,230.0,JPMorgan US Equity Premium Income Active,,EUR 35 m,9.00%,+5.62%,-,-
IE0000FCGYF9,Invesco S&P China A MidCap 500 Swap UCITS ETF Acc,C5ME,34.0,equity,USD,Ireland,False,Accumulating,0.35,,S&P China A MidCap 500,,EUR 40 m,19.40%,+66.21%,+71.63%,-
IE0000GXRR13,Ossiam Shiller Barclays CAPE® US Sector Screened UCITS ETF 1A/A (EUR),EUPD,89.0,equity,EUR,Ireland,False,Accumulating,0.75,166.0,Ossiam Shiller Barclays CAPE® US Sector Screened,,EUR 43 m,10.92%,+3.37%,-,-
IE0000H445G8,VanEck New China UCITS ETF A,CNIE,7.0,equity,USD,Ireland,False,Accumulating,0.6,100.0,MarketGrader New China ESG,,EUR 6 m,15.01%,+7.91%,+2.07%,-
IE0000LVTJ08,BNP Paribas Easy ESG Enhanced US UCITS ETF EUR Acc,LM9D,249.0,equity,EUR,Ireland,False,Accumulating,0.2,255.0,BNP Paribas Easy ESG Enhanced US,,EUR 404 m,11.97%,+26.58%,-,-
IE0000MMQ5M5,Xtrackers MSCI USA ESG UCITS ETF 2C - EUR Hedged,XZME,145.0,equity,EUR,Ireland,True,Accumulating,0.2,249.0,MSCI USA Low Carbon SRI Selection (EUR Hedged),,EUR 260 m,13.50%,+22.89%,+72.62%,-
IE0000P0RPE6,iShares World Equity High Income UCITS ETF USD (Acc),WINA,14.0,equity,USD,Ireland,False,Accumulating,0.35,317.0,iShares World Equity High Income,,EUR 16 m,8.62%,+21.98%,-,-
IE0000TZZ2B2,Invesco S&P 500 Equal Weight Swap UCITS ETF Acc,RSPS,759.0,equity,USD,Ireland,False,Accumulating,0.2,,S&P 500® Equal Weight,,EUR 902 m,11.77%,+16.31%,-,-
IE0000U24AJ9,Amundi MSCI USA SRI Climate Paris Aligned UCITS ETF Acc EUR Hedged,USRIH,190.0,equity,EUR,Ireland,True,Accumulating,0.2,90.0,MSCI USA SRI Filtered PAB (EUR Hedged),USRIH.MI,EUR 149 m,13.45%,+9.91%,+31.35%,+27.30%
IE0000UW95D6,JPMorgan Global Research Enhanced Index Equity (ESG) UCITS ETF EUR Hedged (acc),JRGE,831.0,equity,EUR,Ireland,True,Accumulating,0.25,667.0,JP Morgan Global Research Enhanced Index Equity (ESG) (EUR Hedged),,EUR 907 m,10.74%,+23.59%,+68.10%,-
IE0000VX9GN7,BNP Paribas Easy S&P 500 Scored and Screened UCITS ETF Acc,IN0A,125.0,equity,USD,Ireland,False,Accumulating,0.13,314.0,S&P 500 Scored & Screened,,EUR 164 m,11.28%,+27.56%,+69.21%,-
IE0000XTDDA8,Global X Artificial Intelligence UCITS ETF USD Accumulating,QAIU,38.0,equity,USD,Ireland,False,Accumulating,0.4,84.0,Indxx Artificial Intelligence,,EUR 66 m,18.36%,+61.29%,-,-
IE0000ZL1RD2,Global X AI Semiconductor & Quantum UCITS ETF USD Acc,C8PX,2.0,equity,USD,Ireland,False,Accumulating,0.35,36.0,Mirae Asset AI Semiconductor & Quantum,,EUR 18 m,-,-,-,-
IE0000ZVYDH0,Amundi MSCI ACWI SRI Climate Paris Aligned UCITS ETF DR - USD,WELA,102.0,equity,USD,Ireland,False,Accumulating,0.2,399.0,MSCI ACWI SRI Filtered PAB,,EUR 117 m,10.40%,+20.21%,+46.45%,-
IE000130VPV5,BNP Paribas Easy ESG Enhanced US UCITS ETF USD Acc,LM9A,30.0,equity,USD,Ireland,False,Accumulating,0.2,255.0,BNP Paribas Easy ESG Enhanced US,,EUR 57 m,12.02%,+26.65%,-,-
IE00016PSX47,Amundi MSCI World ESG Selection UCITS ETF Acc,MWOP,1789.0,equity,USD,Ireland,False,Accumulating,0.18,674.0,MSCI World ESG Selection P-Series 5% Issuer Capped,,"EUR 1,768 m",11.05%,+23.38%,+62.10%,+79.71%
IE00018LB0D8,Invesco S&P World Financials ESG UCITS ETF Acc,WF1E,4.0,equity,USD,Ireland,False,Accumulating,0.18,145.0,S&P Developed Ex-Korea LargeMidCap ESG Enhanced Financials,,EUR 4 m,11.18%,+10.17%,+75.17%,-
IE0001A541Y3,JPMorgan Japan Research Enhanced Index Equity (ESG) UCITS ETF JPY (acc),JJEJ,151.0,equity,JPY,Ireland,False,Accumulating,0.25,123.0,JP Morgan Japan Research Enhanced Index Equity (ESG),,EUR 208 m,19.20%,+27.33%,+56.57%,-
IE0001DKJVC2,Amundi MSCI World Minimum Volatility Advanced UCITS ETF Acc,WMMV,187.0,equity,USD,Ireland,False,Accumulating,0.25,262.0,MSCI World Minimum Volatility Advanced Target,,EUR 435 m,8.22%,+0.10%,-,-
IE0001FQFU60,Amundi MSCI World Momentum Advanced UCITS ETF Acc,WMSE,241.0,equity,USD,Ireland,False,Accumulating,0.25,180.0,MSCI World Momentum Advanced Target,,EUR 530 m,13.58%,+30.67%,-,-
IE0001GSQ2O9,Amundi MSCI World ESG Broad Transition UCITS ETF Acc,LWCR,1093.0,equity,EUR,Ireland,False,Accumulating,0.2,1143.0,MSCI World ESG Broad CTB Select,,"EUR 1,004 m",10.37%,+21.94%,-,-
IE0001J5A2T9,VanEck Circular Economy UCITS ETF A,REUS,12.0,equity,USD,Ireland,False,Accumulating,0.4,25.0,MVIS Global Circular Economy ESG,REUSA.MI,EUR 13 m,11.06%,+7.80%,+19.38%,-
IE0001JABD69,JPMorgan All Country Research Enhanced Index Equity Active UCITS ETF EUR Hedged (acc),JRWE,10.0,equity,EUR,Ireland,True,Accumulating,0.25,1032.0,JP Morgan All Country Research Enhanced Index Equity Active (EUR Hedged),,EUR 20 m,10.36%,+26.27%,-,-
IE0001JH5CB4,Xtrackers Europe Net Zero Pathway Paris Aligned UCITS ETF 1C,XEPA,6.0,equity,EUR,Ireland,False,Accumulating,0.15,306.0,Solactive ISS ESG Developed Markets Europe Net Zero Pathway,,EUR 7 m,12.70%,+11.30%,+32.29%,-
IE0001O9L5K4,ODDO BHF Global Equity Active UCITS ETF (Acc),OBGE,4.0,equity,EUR,Ireland,False,Accumulating,0.35,3917.0,ODDO BHF Global Equity Active,,EUR 5 m,-,-,-,-
IE0001QF56M0,KraneShares ICBCCS China S&P 500 UCITS ETF,CHIN,58.0,equity,USD,Ireland,False,Accumulating,0.55,,S&P China 500,CHIN.MI,EUR 65 m,16.10%,+25.40%,-,-
IE0001R850E1,First Trust SMID Rising Dividend Achievers UCITS ETF Class A Accumulation,FTGD,223.0,equity,USD,Ireland,False,Accumulating,0.6,181.0,Nasdaq US Small Mid Cap Rising Dividend Achievers,FTGD.BE,EUR 314 m,15.39%,+17.16%,-,-
IE0001TLQX55,Xtrackers S&P 500 GARP UCITS ETF 1C,XUGA,8.0,equity,USD,Ireland,False,Accumulating,0.25,100.0,S&P 500 GARP 100,,EUR 4 m,-,-,-,-
IE0001UQQ933,L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,GERD,869.0,equity,USD,Ireland,False,Accumulating,0.45,4162.0,Solactive Gerd Kommer Multifactor Equity,,"EUR 1,195 m",9.08%,+25.28%,-,-
IE0001W4ZVM2,Fidelity US Equity Research Enhanced UCITS ETF EUR Hedged Acc,FUSE,,equity,EUR,Ireland,True,Accumulating,0.25,,Fidelity US Equity Research Enhanced (EUR Hedged),,EUR 103 m,-,-,-,-
IE0001YGXFO5,iShares MSCI World Climate Transition Aware UCITS ETF USD (Acc),WCTA,6.0,equity,USD,Ireland,False,Accumulating,0.2,767.0,MSCI World Transition Aware Select,,EUR 7 m,10.35%,+21.50%,-,-
IE0001ZFMLN7,iShares NASDAQ 100 Swap UCITS ETF USD (Acc),N100,284.0,equity,USD,Ireland,False,Accumulating,0.2,,Nasdaq 100®,,EUR 417 m,15.26%,+37.97%,-,-
IE00020O1MD6,comdirect S&P All World State Street UCITS ETF USD Unhedged (Acc),CD1,6.0,equity,USD,Ireland,False,Accumulating,0.4,,S&P Global Select Capped,,EUR 63 m,-,-,-,-
IE00023EZQ82,iShares Digital Entertainment and Education UCITS ETF USD (Acc),CBUN,62.0,equity,USD,Ireland,False,Accumulating,0.4,86.0,STOXX® Global Digital Entertainment and Education,,EUR 55 m,16.92%,+32.13%,+117.90%,-
IE0002A3VE77,Janus Henderson Pan European High Conviction Equity UCITS ETF EUR Acc.,JCEU,42.0,equity,EUR,Ireland,False,Accumulating,0.49,,Janus Henderson Pan European High Conviction Equity,,EUR 42 m,15.67%,+16.87%,-,-
IE0002DDYPW4,BNP Paribas Easy Alpha Enhanced World UCITS ETF EUR Acc,ESAK,18.0,equity,EUR,Ireland,False,Accumulating,0.13,,BNP Paribas Easy Alpha Enhanced World,,EUR 20 m,-,-,-,-
IE0002EI5AG0,Xtrackers S&P 500 Equal Weight UCITS ETF 2C EUR Hedged,XDEE,1162.0,equity,EUR,Ireland,True,Accumulating,0.3,503.0,S&P 500® Equal Weight (EUR Hedged),,"EUR 1,277 m",12.29%,+16.21%,+43.57%,-
IE0002EKOXU6,iShares Russell 1000 Value UCITS ETF USD (Acc),R1VL,337.0,equity,USD,Ireland,False,Accumulating,0.18,847.0,Russell 1000 Value UCITS 30/18 Capped,,EUR 481 m,10.72%,+23.78%,-,-
IE0002PG6CA6,VanEck Rare Earth and Strategic Metals UCITS ETF A,VVMX,951.0,equity,USD,Ireland,False,Accumulating,0.59,21.0,MVIS Global Rare Earth/Strategic Metals,,"EUR 1,291 m",36.85%,+166.67%,+16.25%,-
